a1,a2,c,co_cmt_cnt,co_issue_cnt,date,ic,nc,pc
ghost,locojay,24,22,2,2012-12,12,0,0
ghost,lodagro,6,12,4,2012-10,0,0,0
ghost,lodagro,8,14,3,2012-11,0,0,2
ghost,lodagro,5,9,3,2013-02,0,0,0
ghost,lodagro,32,20,3,2013-03,4,1,4
ghost,lodagro,55,54,5,2013-04,14,3,19
ghost,lodagro,7,11,2,2013-05,0,0,0
ghost,louist87,0,2,1,2013-04,0,0,0
ghost,lrq3000,16,16,2,2013-04,4,0,12
ghost,mangecoeur,19,25,4,2014-01,0,0,13
ghost,mangecoeur,0,2,1,2014-02,0,0,0
ghost,mattions,0,2,1,2013-09,0,0,0
ghost,maxgrenderjones,2,3,1,2014-01,0,0,0
ghost,metakermit,20,17,3,2013-03,0,0,1
ghost,metakermit,4,11,3,2014-01,2,0,0
ghost,metakermit,6,6,1,2014-02,0,0,0
ghost,meteore,2,4,1,2013-04,0,0,0
ghost,michaelaye,4,5,1,2012-11,0,0,0
ghost,michaelaye,16,14,1,2012-12,8,0,4
ghost,michaelaye,1,2,1,2013-02,0,0,0
ghost,michaelaye,3,11,3,2013-11,1,0,0
ghost,michaelaye,0,3,1,2013-12,0,0,0
ghost,michaelaye,2,3,1,2014-01,0,0,0
ghost,michaelaye,2,3,1,2014-02,0,0,0
ghost,miketkelly,0,4,1,2013-03,1,0,0
ghost,milkypostman,0,3,1,2012-11,0,0,0
ghost,moconnell,1,2,1,2013-04,0,0,0
ghost,museghost,6,8,1,2014-01,0,0,0
ghost,mwaskom,2,5,1,2014-01,0,0,0
ghost,nbonnotte,0,2,1,2016-02,0,0,0
ghost,nehalecky,22,31,5,2013-02,1,0,10
ghost,nehalecky,0,4,1,2013-03,1,0,0
ghost,nehalecky,1,5,2,2013-04,0,0,0
ghost,nehalecky,3,5,1,2013-05,0,0,0
ghost,nehalecky,2,4,1,2013-07,0,0,0
ghost,nehalecky,1,2,1,2013-08,0,0,0
ghost,neirbowj,72,25,1,2013-04,9,3,6
ghost,neirbowj,3,5,1,2013-12,0,0,0
ghost,neirbowj,6,13,2,2014-01,0,0,3
ghost,nipunbatra,1,2,1,2013-06,0,0,0
ghost,nitraat,2,5,1,2013-04,1,1,0
ghost,njsmith,1,2,1,2013-06,0,0,1
ghost,olgabot,2,5,1,2013-11,0,0,0
ghost,olgabot,28,41,5,2013-12,3,0,9
ghost,olgabot,3,4,1,2014-01,0,0,3
ghost,p3trus,6,5,1,2013-03,0,0,0
ghost,parthea,1,3,1,2015-08,0,0,1
ghost,patricktokeeffe,1,3,1,2013-04,0,0,0
ghost,paulproteus,1,2,1,2012-12,0,0,1
ghost,pep8speaks,0,2,1,2018-01,0,0,0
ghost,phaebz,1,6,2,2014-01,0,0,1
ghost,phaebz,9,6,1,2014-02,0,0,0
ghost,phobson,5,7,1,2013-12,0,0,3
ghost,pichonz,6,5,1,2014-01,0,0,0
ghost,pijucha,18,12,1,2016-05,0,0,3
ghost,pikeas,1,2,1,2012-11,0,0,0
ghost,pikeas,1,2,1,2012-12,0,0,0
ghost,pjob,7,7,1,2013-05,0,0,1
ghost,pmacaodh,1,4,1,2012-12,0,0,0
ghost,pprett,0,2,1,2013-04,0,0,0
ghost,pythonator,0,3,1,2014-01,0,0,0
ghost,randyzwitch,1,3,1,2013-05,0,0,0
ghost,rgommers,1,4,1,2014-02,0,0,0
ghost,rla3rd,4,10,2,2014-01,0,0,1
ghost,rla3rd,1,2,1,2014-02,0,0,0
ghost,rmauriello,1,2,1,2013-07,0,0,0
ghost,robintw,11,11,1,2013-03,2,2,0
ghost,roblevy,4,5,1,2013-12,0,0,0
ghost,rockg,1,2,1,2014-01,0,0,0
ghost,rockg,0,2,1,2015-02,0,0,0
ghost,ronenabr,1,3,1,2013-05,0,0,0
ghost,ronnydw,1,2,1,2013-03,0,0,0
ghost,ruidc,4,5,1,2013-03,0,0,0
ghost,ruidc,0,7,1,2014-01,3,0,0
ghost,ryanwitt,0,2,1,2013-02,0,0,0
ghost,sean-schaefer,11,13,1,2013-07,0,0,8
ghost,seberg,23,15,1,2014-01,3,0,15
ghost,selasley,0,3,1,2012-11,0,0,0
ghost,sglyon,0,2,1,2013-01,0,0,0
ghost,sglyon,2,5,2,2013-02,0,0,2
ghost,sglyon,1,2,1,2013-04,0,0,0
ghost,shoyer,9,10,1,2015-03,6,1,8
ghost,shoyer,9,8,1,2015-05,0,0,1
ghost,simomo,0,2,1,2013-01,1,0,0
ghost,sinhrks,3,5,1,2016-05,0,0,0
ghost,snth,1,3,1,2013-02,1,0,1
ghost,snth,4,6,1,2013-05,0,0,0
ghost,souravsingh,0,2,1,2016-12,0,0,0
ghost,spearsem,1,2,1,2012-12,0,0,0
ghost,srib,3,5,1,2016-05,0,0,0
ghost,sshell0611,1,2,1,2013-04,0,0,0
ghost,stephenwlin,22,16,2,2013-01,0,0,1
ghost,stephenwlin,58,53,5,2013-02,7,0,7
ghost,stephenwlin,248,114,9,2013-03,26,4,59
ghost,stephenwlin,58,27,2,2013-04,4,0,20
ghost,surbas,0,2,1,2012-12,0,0,0
ghost,tacaswell,2,5,1,2013-04,1,0,0
ghost,tacaswell,0,2,1,2017-04,0,0,0
ghost,tacaswell,1,2,1,2017-11,0,0,0
ghost,takluyver,48,31,3,2013-11,11,2,12
ghost,takluyver,2,3,1,2014-02,0,0,0
ghost,tebeka,1,2,1,2013-03,0,0,0
ghost,timcera,2,4,1,2012-12,0,0,0
ghost,timmie,1,2,1,2013-05,0,0,0
ghost,timmie,4,4,1,2013-07,0,0,0
ghost,timmie,0,2,1,2014-01,0,0,0
ghost,tinproject,3,10,2,2014-01,0,0,1
ghost,toobaz,2,3,1,2018-01,0,0,0
ghost,trottier,2,3,1,2013-06,0,0,2
ghost,twiecki,7,9,1,2014-01,0,0,0
ghost,unutbu,23,15,2,2014-01,0,0,3
ghost,vervenumen,0,4,1,2013-02,0,0,0
ghost,vfilimonov,0,2,1,2013-05,0,0,0
ghost,vgoklani,0,3,1,2012-12,0,0,0
ghost,vincentarelbundock,1,2,1,2013-05,0,0,0
ghost,vincenzooo,0,3,1,2013-04,1,0,0
ghost,waitingkuo,3,7,3,2013-03,0,0,0
ghost,wcbeard,2,4,1,2013-02,0,0,2
ghost,wesm,0,2,1,2011-02,0,0,0
ghost,wesm,0,6,2,2011-03,0,0,0
ghost,wesm,2,4,1,2011-05,0,0,2
ghost,wesm,1,2,1,2011-11,0,0,0
ghost,wesm,1,3,1,2012-01,0,0,1
ghost,wesm,1,3,1,2012-02,0,0,1
ghost,wesm,4,5,1,2012-09,0,0,0
ghost,wesm,32,39,8,2012-10,1,0,8
ghost,wesm,116,134,27,2012-11,1,1,2
ghost,wesm,175,167,33,2012-12,2,0,13
ghost,wesm,10,21,7,2013-01,0,1,0
ghost,wesm,32,46,12,2013-02,0,0,2
ghost,wesm,50,102,28,2013-03,4,0,2
ghost,wesm,62,93,18,2013-04,2,0,7
ghost,wesm,12,26,5,2013-05,1,0,3
ghost,wesm,7,9,3,2013-06,0,0,0
ghost,wesm,6,13,4,2013-07,0,0,0
ghost,wesm,2,6,2,2013-11,0,0,0
ghost,wesm,1,2,1,2013-12,0,0,0
ghost,wesm,5,8,2,2014-01,0,0,0
ghost,westurner,13,16,2,2013-04,0,0,0
ghost,wrenoud,4,4,1,2013-12,0,0,0
ghost,wuan,14,10,1,2013-01,0,0,2
ghost,wuan,4,5,1,2013-03,0,0,0
ghost,wuan,3,5,1,2013-04,0,0,0
ghost,xdong,2,3,1,2013-02,0,0,0
ghost,xhochy,2,4,1,2018-10,0,0,0
ghost,xyang2013,1,2,1,2013-05,0,0,0
ghost,yarden,6,8,1,2012-12,0,0,6
ghost,yarikoptic,18,14,1,2012-12,0,0,0
ghost,yarikoptic,1,3,1,2013-12,0,0,0
ghost,yarikoptic,41,41,5,2014-01,10,2,12
ghost,yasirs,1,3,1,2013-04,0,0,1
ghost,yishenggudou,26,16,1,2013-03,3,2,0
ghost,yoavram,1,2,1,2013-01,0,0,0
ghost,yoavram,0,2,1,2013-02,0,0,0
gidden,JnyJny,1,2,1,2016-03,0,0,0
gidden,jreback,0,2,1,2016-03,0,0,0
gilbenzvi,jreback,0,2,1,2019-03,1,0,0
gilbertoolimpio,TomAugspurger,5,11,3,2018-02,0,0,5
gilbertoolimpio,jamesqo,1,6,1,2018-02,1,0,1
gilbertoolimpio,jorisvandenbossche,4,7,1,2018-02,0,0,4
gilbertoolimpio,jreback,18,16,2,2018-02,0,0,0
gilbertoolimpio,sunilk747,2,3,1,2018-02,0,0,0
gilbertoolimpio,toobaz,0,2,1,2018-02,0,0,0
ginggs,TomAugspurger,24,12,1,2018-08,0,0,0
ginggs,WillAyd,37,30,4,2018-08,3,1,4
ginggs,jreback,8,6,1,2018-04,0,0,0
ginggs,jreback,4,6,2,2018-08,0,0,0
ginggs,pep8speaks,1,10,1,2018-08,0,0,1
ginward,JafferWilson,8,10,1,2018-07,0,0,3
giogix2,jreback,6,5,1,2016-07,0,0,0
giogix2,sinhrks,12,7,1,2016-07,0,0,0
gioiab,WillAyd,1,3,1,2019-02,0,0,0
gioiab,jreback,1,3,1,2019-02,0,0,0
gioiab,pep8speaks,0,4,1,2018-03,0,0,0
gionatarogiani,SimonBaron,1,2,1,2017-09,0,1,0
gionatarogiani,jreback,0,3,1,2017-09,1,0,0
gionatarogiani,pratapvardhan,0,3,1,2017-09,1,0,0
gitavi,jreback,4,7,2,2017-12,0,0,0
gitavi,jreback,12,10,2,2018-01,0,0,0
gitavi,jschendel,0,3,1,2017-12,1,0,0
gitavi,toobaz,6,5,1,2018-01,0,0,0
gitgithan,TomAugspurger,0,4,2,2018-12,0,0,0
gitgithan,WillAyd,0,2,1,2018-12,0,0,0
gitgithan,nickdelgrosso,1,2,1,2018-12,0,0,0
gitj,jorisvandenbossche,0,3,1,2016-10,0,0,0
gitj,jreback,0,3,1,2016-10,0,0,0
gitj,shawnheide,0,2,1,2016-10,0,0,0
givethemheller,jorisvandenbossche,4,6,1,2014-10,0,0,0
gjanvier,TomAugspurger,2,4,1,2017-05,0,0,0
gjanvier,jreback,5,6,1,2017-05,0,0,1
gjanvier,jtratner,6,6,1,2017-05,0,0,0
gjreda,hayd,2,4,1,2013-12,0,0,2
gjreda,jorisvandenbossche,9,11,1,2013-11,2,0,4
gjreda,jorisvandenbossche,3,5,1,2013-12,0,0,2
gjreda,jreback,9,10,1,2013-11,0,0,4
gjreda,jreback,9,10,1,2013-12,0,0,4
gjreda,jtratner,7,12,2,2013-11,0,0,2
gjreda,jtratner,2,4,1,2013-12,0,0,2
gjreda,shrunyan,2,3,1,2013-04,0,0,2
gjreda,wesm,0,3,1,2013-04,0,0,0
gk13,TomAugspurger,6,8,1,2017-05,0,0,0
gk13,jreback,18,10,1,2017-05,0,0,0
gkoller,jreback,2,3,1,2013-05,0,0,0
gkonefal-reef,jreback,1,2,1,2017-11,0,0,0
gkonefal-reef,jreback,5,7,2,2017-12,0,0,0
gkonefal-reef,pep8speaks,3,5,2,2017-12,0,0,0
glaucouri,jreback,0,3,1,2013-09,0,0,0
glaucouri,jreback,0,3,1,2013-11,0,0,0
glaucouri,jreback,0,3,1,2014-06,0,0,0
glaucouri,jreback,15,18,2,2016-05,0,0,15
glaucouri,jtratner,1,4,1,2013-11,0,0,1
glaucouri,njsmith,0,2,1,2016-05,1,0,0
glaucouri,sinhrks,5,10,2,2016-05,0,0,5
glemaitre,simonjayhawkins,2,3,1,2019-01,0,0,2
glencarl,wesm,0,2,1,2012-10,0,0,0
gliptak,TomAugspurger,0,2,1,2017-07,0,0,0
gliptak,hayd,23,21,4,2013-06,1,0,2
gliptak,jeffmax,1,2,1,2013-07,0,0,0
gliptak,jorisvandenbossche,9,12,2,2016-04,0,0,0
gliptak,jorisvandenbossche,2,3,1,2016-06,0,0,0
gliptak,jorisvandenbossche,0,2,1,2017-10,0,0,0
gliptak,jreback,82,75,13,2013-06,3,0,7
gliptak,jreback,3,5,1,2014-02,0,0,0
gliptak,jreback,12,8,1,2015-12,0,0,0
gliptak,jreback,17,22,5,2016-03,1,0,0
gliptak,jreback,92,55,9,2016-04,2,0,0
gliptak,jreback,72,47,8,2016-05,0,0,0
gliptak,jreback,2,4,2,2016-06,0,0,0
gliptak,jtratner,41,49,6,2013-06,4,0,7
gliptak,jtratner,3,6,1,2013-10,0,0,0
gliptak,rhstanton,1,3,1,2013-06,0,0,0
gliptak,sglyon,3,6,1,2013-06,0,0,3
gliptak,shoyer,3,6,2,2016-03,0,0,0
gliptak,sinhrks,2,5,1,2016-03,0,0,0
gliptak,wesm,1,2,1,2012-11,0,0,0
gliptak,wesm,1,3,1,2013-06,0,0,0
gloryfromca,jreback,3,5,1,2017-10,0,0,1
gloryfromca,jreback,4,4,1,2017-12,0,0,0
glyg,jreback,4,9,2,2014-01,2,1,1
glyg,jreback,3,9,1,2014-06,0,0,3
glyg,jreback,1,7,2,2015-01,0,0,0
glyg,jreback,8,8,2,2015-08,0,0,0
glyg,jreback,1,4,2,2015-11,0,0,0
glyg,jreback,1,5,1,2018-07,1,0,1
glyg,toobaz,1,4,1,2018-07,0,0,1
gm-spacagna,TomAugspurger,1,2,1,2019-01,0,0,0
gmacario,TomAugspurger,0,2,1,2018-03,0,0,0
gmatalongthewatchtower,WillAyd,1,2,1,2018-12,0,0,0
gmatalongthewatchtower,jreback,2,3,1,2018-12,0,0,0
gmatheus95,TomAugspurger,8,7,1,2017-07,0,0,0
gnebehay,jreback,1,3,1,2017-06,0,0,0
gnestor,TomAugspurger,3,5,1,2017-01,0,0,1
gnestor,holdenk,1,3,1,2017-01,0,0,0
gnestor,minrk,1,3,1,2017-01,0,0,1
gnestor,pwalsh,4,6,1,2017-01,0,0,0
gnestor,rgbkrk,7,9,1,2017-01,0,0,3
gnestor,takluyver,1,3,1,2017-01,0,0,0
gnikonorov,TomAugspurger,2,3,1,2018-07,0,0,0
gnilrets,WillAyd,0,3,1,2018-06,0,0,0
gnilrets,jreback,1,2,1,2019-02,0,0,0
gnilrets,nmusolino,0,3,1,2019-02,2,0,0
gohigh,jreback,1,2,1,2013-03,0,0,0
gohigh,michaelaye,0,2,1,2013-03,0,0,0
goldenbull,jorisvandenbossche,2,5,1,2016-10,0,0,0
goldenbull,jorisvandenbossche,3,7,2,2016-12,1,0,1
goldenbull,jreback,5,7,2,2016-05,0,0,1
goldenbull,jreback,1,4,1,2016-10,0,0,0
goldenbull,jreback,2,5,2,2016-12,0,0,1
goldenbull,jreback,7,10,2,2017-03,0,0,0
goldenbull,jreback,1,2,1,2017-06,0,0,0
gonike,jreback,2,4,1,2015-09,0,0,0
goodboy,TomAugspurger,2,3,1,2016-07,0,0,0
goodboy,jreback,3,5,1,2015-09,0,0,1
goodboy,jzwinck,2,3,1,2016-07,0,0,0
goog,hayd,0,2,1,2013-08,0,0,0
gopaltirupur,jreback,0,2,1,2018-06,0,0,0
gorbondiga,KalyanGokhale,1,3,1,2018-07,0,0,0
gorbondiga,WillAyd,0,2,1,2018-07,0,0,0
gorbondiga,illegalnumbers,2,3,1,2018-07,0,0,0
gordol,TomAugspurger,1,2,1,2019-01,0,1,0
gordol,jreback,1,2,1,2017-08,0,0,0
gordonda,jreback,0,2,1,2017-02,0,0,0
goretkin,TomAugspurger,0,2,1,2015-06,0,0,0
goretkin,jorisvandenbossche,2,4,2,2016-09,0,0,0
goretkin,shoyer,1,2,1,2016-09,0,0,0
goriccardo,TomAugspurger,1,2,1,2019-03,0,0,0
goriccardo,jquadrino,1,2,1,2019-03,0,0,0
gorkemozkaya,jorisvandenbossche,1,2,1,2017-06,0,0,0
gorkemozkaya,jreback,1,2,1,2017-06,0,0,0
gorkypl,quantumsummers,2,6,1,2012-07,0,0,0
gorkypl,wesm,2,6,1,2012-07,0,0,0
gouthambs,TomAugspurger,5,7,1,2014-03,0,0,0
gouthambs,jreback,34,23,4,2014-02,0,0,1
gouthambs,jreback,24,17,2,2014-03,0,0,2
goyodiaz,TomAugspurger,1,3,1,2015-05,0,0,0
goyodiaz,ispmarin,2,3,1,2015-05,0,0,0
goyodiaz,jorisvandenbossche,1,2,1,2013-10,0,0,0
goyodiaz,jorisvandenbossche,0,2,1,2015-05,0,0,0
goyodiaz,jreback,2,6,2,2013-08,0,0,1
goyodiaz,jreback,6,5,1,2013-09,0,0,0
goyodiaz,jreback,19,24,4,2013-10,0,0,8
goyodiaz,jreback,5,7,1,2015-10,0,0,2
goyodiaz,jtratner,1,3,1,2013-08,0,0,0
goyodiaz,jtratner,4,4,1,2013-09,0,0,0
goyodiaz,jtratner,14,23,4,2013-10,0,0,9
goyodiaz,meelmaar,1,3,1,2013-10,0,0,0
goyodiaz,vlasisva,4,6,1,2015-10,0,0,0
gpascualg,jorisvandenbossche,0,3,1,2017-10,0,0,0
gpcz,jreback,3,5,1,2013-08,0,0,0
gpcz,jtratner,2,4,1,2013-08,0,0,0
gpoulin,jreback,13,13,1,2015-03,5,2,3
gpoulin,shoyer,6,10,1,2015-03,0,0,0
gprichter,TomAugspurger,1,2,1,2018-11,0,0,0
gprichter,TomAugspurger,3,4,1,2018-12,0,0,0
grahamjeffries,TomAugspurger,0,3,1,2014-09,1,0,0
grahamjeffries,TomAugspurger,0,3,1,2015-12,1,0,0
grahamjeffries,jorisvandenbossche,3,8,2,2015-12,1,0,0
grahamjeffries,jorisvandenbossche,0,3,1,2016-01,1,0,0
grahamjeffries,jreback,1,2,1,2015-05,0,0,0
grahamjeffries,jreback,2,4,1,2015-12,0,0,0
grahamjeffries,jreback,0,2,1,2016-01,0,0,0
graingert,jorisvandenbossche,1,2,1,2015-01,0,0,0
graingert,jorisvandenbossche,33,23,3,2015-05,3,0,2
graingert,jorisvandenbossche,7,9,1,2015-06,0,0,2
graingert,jreback,10,8,1,2015-06,0,0,0
graingert,jreback,121,26,1,2016-05,3,0,0
grantcooksey,TomAugspurger,0,3,1,2017-10,0,0,0
grantcooksey,jreback,2,3,1,2017-10,0,0,2
grantstephens,jacobSingh,6,8,1,2017-01,0,0,3
grantstephens,jreback,4,6,1,2017-01,0,0,1
grantstephens,rockg,10,8,1,2017-01,0,0,1
grechkay,jorisvandenbossche,9,13,1,2014-09,0,0,0
grechkay,jreback,94,25,2,2014-09,0,0,3
grechut,jreback,6,5,1,2017-03,0,0,0
greenafrican,jreback,1,2,1,2013-09,0,0,0
greenafrican,jtratner,1,2,1,2013-09,0,0,0
gregKiely,jreback,1,2,1,2015-11,0,0,1
gregasmaximus,jorisvandenbossche,1,2,1,2014-12,0,0,0
gregglind,lodagro,1,2,1,2012-02,0,0,1
gregglind,timClicks,0,3,1,2011-12,0,0,0
gregglind,wesm,10,12,2,2011-12,0,0,10
gregglind,wesm,16,22,5,2012-01,2,0,6
gregglind,wesm,0,3,1,2012-02,0,0,0
greglandrum,jorisvandenbossche,5,8,1,2018-06,2,0,2
greglandrum,jreback,1,4,1,2018-06,0,0,0
greglandrum,uds5501,1,4,1,2018-06,0,0,0
gregory-marton,jreback,78,27,1,2016-03,1,0,8
gregory-marton,shoyer,8,17,1,2016-03,1,0,8
gregsifr,TomAugspurger,2,4,1,2017-08,0,0,0
gregsifr,jorisvandenbossche,1,3,1,2016-07,0,0,0
gregsifr,jorisvandenbossche,4,5,1,2017-08,0,0,0
gregsifr,jreback,3,5,1,2016-05,0,0,1
gregsifr,jreback,0,2,1,2017-08,0,0,0
gregsifr,sinhrks,1,2,1,2016-07,0,0,0
grisaitis,jreback,1,2,1,2018-05,0,0,0
gritschel,jreback,1,2,1,2016-05,0,0,1
groakat,johne13,0,3,1,2015-07,0,0,0
groakat,jreback,3,4,1,2015-07,0,0,0
groutr,jreback,3,9,3,2016-12,0,0,1
groutr,jreback,1,2,1,2017-01,0,0,0
groutr,jreback,2,4,1,2017-02,0,0,1
grsr,wesm,0,3,1,2012-11,0,0,0
grumpyquant,jreback,6,5,1,2017-10,0,0,0
grundprinzip,jreback,0,3,1,2014-05,0,0,0
grutts,jreback,3,4,1,2016-02,0,0,0
grutts,jreback,1,2,1,2016-08,0,0,0
grutts,jreback,2,4,1,2016-09,0,0,1
grutts,jreback,4,8,2,2016-12,0,0,0
gryBox,jreback,6,6,1,2016-12,0,0,0
grzadr,TomAugspurger,0,4,1,2019-01,0,0,0
grzjab,WillAyd,0,2,1,2018-07,0,0,0
grzjab,louis-red,1,2,1,2018-07,0,0,0
grzjab,uds5501,1,2,1,2018-07,0,0,0
gsganden,jreback,1,3,1,2018-01,0,0,0
gsganden,toobaz,1,2,1,2018-01,0,0,0
gshiba,TomAugspurger,4,7,1,2019-01,1,0,1
gshiba,pep8speaks,1,3,1,2019-01,0,0,1
gtakacs,jreback,1,3,1,2013-12,0,0,1
gte620v,jorisvandenbossche,14,12,1,2016-07,0,0,9
gte620v,jorisvandenbossche,2,3,1,2017-03,0,0,0
gte620v,jreback,0,3,1,2016-06,0,0,0
gte620v,jreback,12,14,2,2016-07,0,0,0
gte620v,jreback,0,3,1,2016-12,0,0,0
gte620v,stevenmanton,2,5,1,2017-03,0,0,0
gthb,jreback,5,8,1,2014-10,3,3,0
gtnx,jorisvandenbossche,2,4,1,2015-01,0,0,0
gtnx,jorisvandenbossche,1,3,1,2015-04,0,0,1
gtnx,jreback,4,7,2,2015-01,0,0,0
gtnx,jreback,1,3,1,2015-04,0,0,1
gtnx,shoyer,2,4,1,2015-01,0,0,0
guillemborrell,jaimefrio,1,4,1,2017-05,0,0,1
guillemborrell,jaimefrio,3,4,1,2017-07,0,0,0
guillemborrell,jreback,9,15,3,2017-05,0,0,1
guillemborrell,jreback,1,2,1,2017-06,0,0,0
guillemborrell,jreback,12,7,1,2017-07,0,0,0
guohaihui,jreback,2,4,1,2015-04,0,0,1
gustavolinari,jreback,1,2,1,2016-12,0,0,1
guygoldberg,jreback,2,5,2,2017-05,0,0,1
guyko81,jreback,1,2,1,2017-07,0,0,0
guyrt,Hedendahl,3,4,1,2013-11,0,0,0
guyrt,hayd,3,7,2,2013-08,1,0,0
guyrt,jreback,6,5,1,2013-07,0,0,0
guyrt,jreback,73,39,5,2013-08,0,0,6
guyrt,jreback,70,29,3,2013-09,1,0,1
guyrt,jreback,21,24,5,2013-10,1,0,0
guyrt,jreback,1,3,1,2013-12,0,0,0
guyrt,jreback,0,2,1,2014-01,0,0,0
guyrt,jreback,2,3,1,2014-04,0,0,0
guyrt,jreback,1,2,1,2014-12,0,0,0
guyrt,jtratner,3,10,1,2013-08,0,0,3
guyrt,wesm,6,10,1,2013-08,0,0,0
guziy,jreback,1,2,1,2017-08,0,0,1
gwerbin,TomAugspurger,0,2,1,2018-05,0,0,0
gwerbin,VincentLa,0,4,1,2018-05,0,0,0
gwerbin,jakevdp,6,7,1,2017-12,0,0,2
gwerbin,jreback,1,2,1,2016-11,0,0,0
gwerbin,jreback,2,5,1,2017-12,0,0,2
gwerbin,shoyer,0,3,1,2018-04,0,0,0
gwpdt,jreback,8,9,1,2017-03,0,0,4
gwrome,Naddiseo,0,2,1,2019-04,0,0,0
gwrome,TomAugspurger,0,2,1,2019-03,0,0,0
gwrome,WillAyd,20,11,1,2019-03,1,0,0
gwrome,WillAyd,0,3,1,2019-04,0,0,0
gwrome,jreback,10,9,1,2019-03,1,0,0
gwuillou,jorisvandenbossche,0,2,1,2016-11,1,0,0
gwuillou,rockg,0,2,1,2016-11,0,0,0
gzcf,TomAugspurger,0,3,1,2017-06,0,0,0
gzcf,jreback,1,3,1,2017-06,1,0,1
h-vetinari,Liam3851,0,2,1,2018-07,0,0,0
h-vetinari,Liam3851,7,9,1,2018-08,0,0,1
h-vetinari,Michael-E-Rose,0,4,1,2018-09,1,0,0
h-vetinari,MikeTam1021,0,2,1,2018-04,0,0,0
h-vetinari,PMeira,2,3,1,2019-01,0,0,0
h-vetinari,TomAugspurger,2,4,1,2017-12,0,0,2
h-vetinari,TomAugspurger,15,23,1,2018-03,6,0,7
h-vetinari,TomAugspurger,2,6,1,2018-05,0,0,0
h-vetinari,TomAugspurger,2,7,3,2018-06,0,0,2
h-vetinari,TomAugspurger,3,10,2,2018-07,1,0,0
h-vetinari,TomAugspurger,5,21,4,2018-08,2,0,0
h-vetinari,TomAugspurger,65,76,11,2018-09,0,2,13
h-vetinari,TomAugspurger,44,73,9,2018-10,1,7,9
h-vetinari,TomAugspurger,19,34,9,2018-11,1,1,3
h-vetinari,TomAugspurger,40,46,6,2018-12,0,0,0
h-vetinari,TomAugspurger,52,82,16,2019-01,1,0,14
h-vetinari,TomAugspurger,12,17,2,2019-02,1,0,6
h-vetinari,TomAugspurger,18,28,4,2019-03,0,1,0
h-vetinari,WillAyd,2,4,2,2018-04,0,0,1
h-vetinari,WillAyd,6,8,1,2018-06,1,0,2
h-vetinari,WillAyd,2,6,2,2018-07,0,0,0
h-vetinari,WillAyd,3,10,3,2018-08,0,0,0
h-vetinari,WillAyd,16,32,6,2018-09,0,0,3
h-vetinari,WillAyd,16,22,3,2018-10,3,0,0
h-vetinari,WillAyd,2,6,2,2018-11,0,0,0
h-vetinari,WillAyd,1,2,1,2018-12,0,0,0
h-vetinari,WillAyd,17,26,6,2019-01,2,0,6
h-vetinari,WillAyd,3,6,1,2019-02,2,0,2
h-vetinari,WillAyd,11,18,4,2019-03,0,0,0
h-vetinari,Zac-HD,0,12,1,2018-08,6,0,0
h-vetinari,ingwinlu,10,15,1,2018-10,0,0,0
h-vetinari,jbrockmendel,2,5,2,2018-07,0,0,0
h-vetinari,jbrockmendel,1,5,2,2018-08,1,0,0
h-vetinari,jbrockmendel,1,3,1,2018-09,0,0,0
h-vetinari,jbrockmendel,12,18,2,2018-10,0,0,0
h-vetinari,jbrockmendel,10,29,5,2018-11,1,0,1
h-vetinari,jbrockmendel,9,11,2,2018-12,0,0,0
h-vetinari,jbrockmendel,28,29,4,2019-01,0,0,3
h-vetinari,jbrockmendel,2,5,1,2019-03,0,0,0
h-vetinari,jessehoff,1,2,1,2018-12,0,0,0
h-vetinari,jjhelmus,1,2,1,2018-07,0,0,0
h-vetinari,jorisvandenbossche,29,25,1,2018-03,13,6,7
h-vetinari,jorisvandenbossche,3,11,1,2018-06,2,3,0
h-vetinari,jorisvandenbossche,0,2,1,2018-07,0,0,0
h-vetinari,jorisvandenbossche,3,14,4,2018-08,1,0,0
h-vetinari,jorisvandenbossche,30,39,7,2018-09,1,0,12
h-vetinari,jorisvandenbossche,72,53,5,2018-10,23,0,29
h-vetinari,jorisvandenbossche,3,17,1,2018-11,6,0,3
h-vetinari,jorisvandenbossche,26,56,11,2019-01,7,0,12
h-vetinari,jorisvandenbossche,24,25,4,2019-02,0,0,16
h-vetinari,jorisvandenbossche,6,28,4,2019-03,3,1,0
h-vetinari,jreback,2,3,1,2018-04,0,0,0
h-vetinari,jreback,5,7,1,2018-05,0,0,3
h-vetinari,jreback,27,31,4,2018-06,7,0,7
h-vetinari,jreback,13,24,7,2018-07,0,0,1
h-vetinari,jreback,55,64,12,2018-08,2,1,2
h-vetinari,jreback,121,116,18,2018-09,2,0,6
h-vetinari,jreback,135,133,19,2018-10,20,0,30
h-vetinari,jreback,63,107,22,2018-11,5,2,3
h-vetinari,jreback,21,43,11,2018-12,0,0,0
h-vetinari,jreback,50,82,19,2019-01,3,0,11
h-vetinari,jreback,1,6,2,2019-02,1,0,1
h-vetinari,jreback,160,99,17,2019-03,9,2,12
h-vetinari,jreback,0,2,1,2019-04,0,0,0
h-vetinari,jschendel,0,2,1,2018-04,0,0,0
h-vetinari,jschendel,2,7,1,2018-06,3,0,2
h-vetinari,jschendel,1,2,1,2018-07,0,0,0
h-vetinari,jschendel,0,5,1,2018-10,1,0,0
h-vetinari,jschendel,1,4,1,2018-11,0,1,0
