a1,a2,c,co_cmt_cnt,co_issue_cnt,date,ic,nc,pc
h-vetinari,jschendel,1,2,1,2019-01,0,0,0
h-vetinari,jschendel,9,12,1,2019-03,0,0,0
h-vetinari,matthew-brett,2,3,1,2018-09,0,0,0
h-vetinari,meiermark,3,4,1,2018-11,0,0,0
h-vetinari,minggli,0,3,1,2018-07,0,0,0
h-vetinari,mroeschke,2,7,2,2018-09,0,0,0
h-vetinari,mroeschke,0,2,1,2018-10,0,0,0
h-vetinari,mroeschke,4,8,1,2018-12,0,0,0
h-vetinari,msarahan,2,3,1,2018-11,0,0,0
h-vetinari,palewire,6,9,1,2018-09,0,0,6
h-vetinari,pambot,4,8,2,2018-10,0,0,2
h-vetinari,pep8speaks,7,22,1,2018-03,6,0,7
h-vetinari,pep8speaks,2,7,1,2018-06,3,0,2
h-vetinari,pep8speaks,8,28,5,2018-08,0,0,8
h-vetinari,pep8speaks,23,63,12,2018-09,5,1,0
h-vetinari,pep8speaks,23,62,10,2018-10,4,2,0
h-vetinari,pep8speaks,23,46,11,2018-11,2,0,0
h-vetinari,pep8speaks,3,13,5,2018-12,1,0,1
h-vetinari,pep8speaks,3,9,1,2019-03,2,0,3
h-vetinari,rajibmitra,0,2,1,2019-01,0,0,0
h-vetinari,rgommers,9,12,1,2019-03,0,0,0
h-vetinari,ron819,0,3,1,2018-07,0,0,0
h-vetinari,rth,1,2,1,2018-09,0,0,0
h-vetinari,saurav2608,2,3,1,2019-02,0,0,0
h-vetinari,saurav2608,0,2,1,2019-03,0,0,0
h-vetinari,shoyer,0,4,2,2018-07,0,0,0
h-vetinari,shoyer,1,2,1,2018-12,0,0,0
h-vetinari,simonjayhawkins,5,15,4,2019-01,0,0,2
h-vetinari,summonholmes,2,3,1,2019-01,0,0,2
h-vetinari,tacaswell,1,12,1,2019-03,1,0,1
h-vetinari,takluyver,0,2,1,2018-06,1,0,0
h-vetinari,toobaz,4,6,1,2018-08,0,0,0
h-vetinari,toobaz,2,5,1,2018-09,0,0,0
h-vetinari,toobaz,2,7,2,2018-11,0,0,0
h-vetinari,toobaz,44,48,6,2019-01,2,0,25
h-vetinari,toobaz,1,5,2,2019-02,0,0,0
h-vetinari,topper-123,0,3,1,2018-07,0,0,0
h-vetinari,topper-123,12,16,2,2018-08,2,1,1
h-vetinari,tswast,4,5,1,2019-03,0,0,0
h-vetinari,wesm,1,5,1,2018-09,1,0,1
h-vetinari,wesm,2,5,1,2018-12,1,1,0
h-vetinari,wkschwartz,23,16,2,2019-01,0,0,21
h-vetinari,xhochy,0,2,1,2019-03,0,0,0
h-vetinari,zooba,2,6,1,2018-07,0,0,0
hack-c,Winterflower,1,4,1,2015-10,0,0,0
hack-c,jorisvandenbossche,1,4,1,2015-10,0,0,0
hack-c,jreback,1,2,1,2015-10,0,0,0
hack-c,jreback,6,9,2,2016-01,0,0,0
hack-c,jreback,4,6,1,2016-02,0,0,1
hack-c,wesm,0,2,1,2016-01,0,0,0
hadim,jreback,18,17,2,2013-07,0,0,10
hadim,jreback,20,10,1,2014-08,0,0,0
hadim,jreback,12,8,1,2015-11,0,0,0
hadjmic,TomAugspurger,0,3,1,2015-10,0,0,0
hadjmic,jreback,0,5,1,2015-10,0,0,0
hadjmic,jreback,2,4,1,2016-04,0,0,1
hadley,jankatins,6,12,1,2014-10,0,0,0
hadley,jorisvandenbossche,1,2,1,2014-10,0,0,0
hadley,jreback,4,8,1,2014-10,0,0,0
hal98x,jreback,1,2,1,2016-04,0,0,0
haleemur,jorisvandenbossche,0,3,1,2017-01,0,0,0
haleemur,jorisvandenbossche,2,3,1,2017-02,0,0,2
haleemur,jschendel,1,3,1,2018-07,0,1,0
halflings,TomAugspurger,4,5,1,2017-07,0,0,0
halflings,jorisvandenbossche,2,5,1,2016-01,0,0,2
halflings,jreback,1,3,1,2016-01,0,0,0
halflings,jreback,1,2,1,2017-07,0,0,0
halflings,ryanshrott,1,2,1,2017-07,0,0,0
halleygithub,jorisvandenbossche,1,2,1,2014-01,0,0,0
halleygithub,jreback,2,7,1,2013-07,0,0,2
halleygithub,jreback,2,3,1,2013-10,0,0,0
halleygithub,jreback,1,5,2,2014-01,0,0,0
halleygithub,jreback,3,5,1,2014-02,0,0,1
halleygithub,lodagro,0,5,2,2012-09,0,0,0
halleygithub,paulproteus,5,6,1,2012-12,0,0,1
halleygithub,wesm,1,6,3,2012-09,0,0,1
halleygithub,wesm,2,4,1,2012-10,0,0,1
halleygithub,wesm,0,4,1,2013-01,0,0,0
hamedhsn,jreback,112,33,2,2015-10,1,0,0
hamedhsn,jreback,14,10,1,2015-11,0,0,2
hamedhsn,max-sixty,7,9,1,2015-10,0,2,0
hameerabbasi,TomAugspurger,1,3,1,2018-03,0,0,0
hameerabbasi,TomAugspurger,4,6,1,2018-04,0,0,0
hameerabbasi,TomAugspurger,3,7,1,2018-06,0,0,3
hameerabbasi,jorisvandenbossche,4,6,1,2018-04,0,0,4
hameerabbasi,jorisvandenbossche,0,3,1,2018-06,0,0,0
hameerabbasi,jreback,2,5,1,2018-04,0,0,0
hameerabbasi,shoyer,1,2,1,2018-03,0,0,0
hammadmashkoor,TomAugspurger,2,3,1,2018-03,0,0,0
hammadmashkoor,jorisvandenbossche,1,2,1,2018-03,0,0,0
hammer,jorisvandenbossche,2,3,1,2014-10,0,0,0
hammer,jorisvandenbossche,8,8,1,2014-11,0,0,0
hammer,jreback,2,3,1,2014-10,0,0,0
hammer,takluyver,0,4,1,2012-03,0,0,0
hammer,wesm,0,2,1,2011-10,0,0,0
hammer,wesm,1,3,1,2012-01,0,0,1
hammer,wesm,0,3,1,2012-03,1,0,0
hammer,zzzeek,2,3,1,2014-11,0,0,0
hanfang,jreback,0,2,1,2016-03,0,0,0
hangyao,jreback,0,2,1,2017-12,0,0,0
hanleyhansen,jorisvandenbossche,6,7,1,2015-01,1,0,0
hanleyhansen,rockg,2,4,1,2015-01,0,0,0
hannah-c,TomAugspurger,1,2,1,2019-02,0,0,0
hannah-c,WillAyd,1,2,1,2019-02,0,0,0
hannah-c,jreback,1,2,1,2019-02,0,0,0
hannah2048,Liam3851,1,2,1,2018-06,0,0,0
hannah2048,WillAyd,0,2,1,2018-06,0,0,0
hansendm,jreback,3,5,1,2016-10,0,0,0
harahu,TomAugspurger,1,2,1,2018-04,0,0,0
harcokuppens,TomAugspurger,3,6,1,2018-05,0,0,3
harcokuppens,jorisvandenbossche,3,8,1,2018-05,0,0,3
harcokuppens,jreback,3,5,1,2018-05,0,0,3
harcokuppens,karabill,6,7,1,2018-05,0,0,6
harcokuppens,weissi,0,4,1,2018-05,0,0,0
hardianlawi,TomAugspurger,1,2,1,2017-12,0,0,0
hardianlawi,jreback,2,4,1,2017-12,0,0,0
harisbal,TomAugspurger,0,2,1,2017-05,0,0,0
harisbal,TomAugspurger,1,3,1,2017-11,0,0,0
harisbal,TomAugspurger,8,7,1,2018-11,0,0,0
harisbal,jreback,1,5,2,2017-02,0,0,1
harisbal,jreback,6,6,1,2017-04,0,0,0
harisbal,jreback,2,4,1,2017-09,0,0,0
harisbal,jreback,1,2,1,2017-10,0,1,0
harisbal,jreback,1,3,1,2017-11,0,0,0
harisbal,jreback,1,3,1,2018-03,0,0,0
harisbal,jreback,0,3,1,2018-09,1,0,0
harisbal,jreback,7,7,1,2018-11,0,0,1
harisbal,shenker,1,3,1,2018-09,0,0,0
harlecin,TomAugspurger,1,2,1,2018-12,0,0,1
harmbuisman,hudcap,1,2,1,2019-04,0,0,0
harmbuisman,jorisvandenbossche,1,2,1,2019-04,0,0,0
harmbuisman,jreback,1,2,1,2019-04,0,0,0
haroldfox,TomAugspurger,1,2,1,2018-11,0,0,0
harshitgoyal,WillAyd,1,4,1,2019-01,0,0,0
harshitgoyal,jbrockmendel,1,4,1,2019-01,0,0,0
harshnisar,jorisvandenbossche,3,6,2,2015-06,0,0,0
harshnisar,jorisvandenbossche,1,2,1,2015-07,0,0,0
harshnisar,jreback,9,8,1,2015-02,0,0,1
harshnisar,jreback,1,3,1,2015-03,0,0,0
harshnisar,jreback,1,4,1,2015-05,0,1,0
harshnisar,jreback,1,2,1,2015-06,0,0,0
harshnisar,rockg,4,6,1,2015-05,1,0,0
harshnisar,rockg,1,2,1,2015-06,0,0,0
harshnisar,selasley,4,5,1,2015-02,0,0,0
harshnisar,selasley,1,3,1,2015-03,0,1,0
harshul1610,jreback,2,6,2,2016-06,0,0,0
harshul1610,wcbeard,1,2,1,2016-06,0,0,0
has2k1,TomAugspurger,0,4,1,2017-12,0,0,0
has2k1,TomAugspurger,1,3,1,2018-01,0,0,0
has2k1,jankatins,1,6,1,2014-07,1,0,1
has2k1,jorisvandenbossche,0,6,2,2017-12,1,0,0
has2k1,jorisvandenbossche,2,6,2,2018-01,0,0,0
has2k1,jreback,1,9,1,2014-07,0,0,1
has2k1,jreback,3,6,2,2016-03,0,0,1
has2k1,jreback,1,2,1,2017-03,0,0,0
has2k1,jreback,2,4,1,2017-05,0,0,0
has2k1,jreback,1,6,1,2017-12,0,1,0
has2k1,jreback,3,9,3,2018-01,1,0,1
has2k1,maxu777,0,3,1,2017-12,0,0,0
has2k1,shoyer,1,2,1,2016-03,0,0,0
has2k1,shoyer,0,3,1,2017-05,0,0,0
has2k1,smcateer,0,3,1,2017-12,0,0,0
has2k1,tdpetrou,4,4,1,2017-12,0,0,0
has2k1,zertrin,2,5,1,2017-12,0,0,0
hashamMunir,jorisvandenbossche,1,2,1,2018-08,0,0,0
hashamMunir,pushyamig,1,2,1,2018-08,0,0,0
hassanshamim,jreback,4,5,1,2016-05,0,0,0
hassanshamim,jreback,1,2,1,2016-06,0,0,0
hassanshamim,sinhrks,2,4,1,2016-05,0,0,0
hastelloy,jreback,0,2,1,2018-02,0,0,0
hatmatrix,wesm,1,2,1,2011-12,0,0,1
havoc-io,jreback,2,5,1,2014-01,0,0,0
havoc-io,jreback,22,13,1,2014-02,0,0,6
havoc-io,jreback,0,3,1,2014-07,0,0,0
hawkeyej,WillAyd,0,2,1,2018-06,0,0,0
hawkeyej,jreback,0,2,1,2016-05,0,0,0
hawkeyej,jreback,0,2,1,2016-06,0,0,0
hawkeyej,minggli,1,2,1,2018-06,0,0,0
hawkeyej,r00ta,1,2,1,2018-06,0,0,0
hawkeyej,uds5501,1,2,1,2018-06,0,0,0
hayd,JamesPHoughton,0,3,1,2013-06,0,0,0
hayd,Komnomnomnom,0,2,1,2013-05,0,0,0
hayd,Komnomnomnom,0,7,1,2013-06,0,0,0
hayd,Komnomnomnom,0,2,1,2013-07,0,0,0
hayd,Komnomnomnom,1,3,1,2013-08,0,0,0
hayd,Komnomnomnom,1,3,1,2014-04,0,0,1
hayd,Komnomnomnom,1,2,1,2014-08,0,0,0
hayd,Marigold,3,4,1,2013-12,0,0,0
hayd,SleepingPills,8,9,1,2013-06,0,0,0
hayd,TomAugspurger,17,24,3,2013-07,2,0,7
hayd,TomAugspurger,1,2,1,2013-08,0,0,0
hayd,TomAugspurger,4,4,1,2013-09,0,0,0
hayd,TomAugspurger,30,19,2,2013-10,0,0,14
hayd,TomAugspurger,17,18,3,2013-11,0,0,0
hayd,TomAugspurger,0,4,2,2013-12,0,0,0
hayd,TomAugspurger,5,7,2,2014-01,0,0,0
hayd,TomAugspurger,20,36,6,2014-03,4,1,7
hayd,TomAugspurger,6,12,4,2014-04,0,0,0
hayd,TomAugspurger,4,9,4,2014-05,0,0,0
hayd,TomAugspurger,1,3,1,2014-06,0,0,0
hayd,TomAugspurger,1,9,1,2014-08,1,0,1
hayd,TomAugspurger,0,2,1,2014-09,0,0,0
hayd,TomAugspurger,2,3,1,2015-09,0,0,0
hayd,TomAugspurger,2,7,2,2015-12,0,0,0
hayd,TomAugspurger,1,2,1,2016-01,0,0,1
hayd,Wilfred,6,8,1,2014-08,0,0,0
hayd,Zaharid,2,3,1,2015-05,0,0,0
hayd,hdascapital,2,4,1,2014-07,0,0,2
hayd,ifmihai,16,8,1,2013-11,0,0,0
hayd,ilam,2,8,1,2014-08,0,0,2
hayd,immerrr,3,9,1,2014-02,1,0,3
hayd,immerrr,1,2,1,2014-03,0,0,0
hayd,immerrr,4,8,2,2014-04,1,0,0
hayd,immerrr,0,2,1,2014-08,0,0,0
hayd,immerrr,1,2,1,2014-09,0,0,0
hayd,immerrr,4,6,1,2014-12,0,0,3
hayd,ischwabacher,1,2,1,2014-09,0,0,0
hayd,jankatins,1,2,1,2014-06,0,0,0
hayd,jankatins,1,6,1,2014-08,0,0,1
hayd,jankatins,1,2,1,2014-09,0,0,0
hayd,jmcnamara,1,2,1,2013-11,0,0,0
hayd,jmcnamara,0,2,1,2014-03,0,0,0
hayd,jnmclarty,2,4,1,2014-12,0,0,2
hayd,joeb1415,1,2,1,2013-06,0,0,0
hayd,johnhess,0,3,1,2014-03,0,0,0
hayd,jonblunt,1,2,1,2014-05,0,0,0
hayd,jorisvandenbossche,1,4,1,2013-05,0,0,0
hayd,jorisvandenbossche,7,13,3,2013-07,3,1,2
hayd,jorisvandenbossche,7,14,2,2013-09,0,1,0
hayd,jorisvandenbossche,10,10,1,2013-10,0,0,6
hayd,jorisvandenbossche,23,37,10,2013-11,1,0,1
hayd,jorisvandenbossche,2,6,2,2013-12,0,0,1
hayd,jorisvandenbossche,16,27,5,2014-01,0,0,2
hayd,jorisvandenbossche,11,24,5,2014-02,0,0,1
hayd,jorisvandenbossche,33,35,5,2014-03,1,0,12
hayd,jorisvandenbossche,34,46,9,2014-04,0,0,7
hayd,jorisvandenbossche,8,25,8,2014-05,0,0,2
hayd,jorisvandenbossche,21,29,5,2014-06,1,0,2
hayd,jorisvandenbossche,1,3,1,2014-07,0,0,1
hayd,jorisvandenbossche,3,16,5,2014-08,0,0,1
hayd,jorisvandenbossche,3,9,4,2014-09,0,0,2
hayd,jorisvandenbossche,0,7,1,2014-10,2,0,0
hayd,jorisvandenbossche,1,5,2,2014-11,0,0,0
hayd,jorisvandenbossche,1,3,1,2014-12,0,0,1
hayd,jorisvandenbossche,6,6,1,2015-01,0,0,0
hayd,jorisvandenbossche,0,2,1,2015-04,0,0,0
hayd,jorisvandenbossche,1,2,1,2015-05,0,0,0
hayd,jorisvandenbossche,12,14,2,2015-08,0,0,0
hayd,jorisvandenbossche,10,9,1,2015-09,0,0,2
hayd,jorisvandenbossche,0,3,1,2015-12,0,0,0
hayd,jorisvandenbossche,6,11,2,2016-01,2,0,4
hayd,jreback,3,10,1,2013-02,1,0,3
hayd,jreback,73,66,12,2013-03,4,1,3
hayd,jreback,12,25,5,2013-04,0,0,3
hayd,jreback,91,66,7,2013-05,10,3,19
hayd,jreback,692,407,55,2013-06,16,4,40
hayd,jreback,268,225,36,2013-07,7,0,11
hayd,jreback,333,241,42,2013-08,12,0,17
hayd,jreback,194,132,23,2013-09,10,1,21
hayd,jreback,62,82,11,2013-10,4,0,16
hayd,jreback,33,49,10,2013-11,0,0,2
hayd,jreback,23,39,7,2013-12,0,0,3
hayd,jreback,122,85,12,2014-01,2,0,6
hayd,jreback,38,59,11,2014-02,3,0,4
hayd,jreback,316,262,42,2014-03,13,4,13
hayd,jreback,110,145,24,2014-04,3,0,12
hayd,jreback,58,64,15,2014-05,0,0,0
hayd,jreback,56,73,19,2014-06,0,0,3
hayd,jreback,12,26,5,2014-07,0,0,3
hayd,jreback,22,59,8,2014-08,0,0,6
hayd,jreback,17,35,8,2014-09,0,0,4
hayd,jreback,0,4,1,2014-10,0,0,0
hayd,jreback,5,9,2,2014-11,0,0,0
hayd,jreback,4,7,2,2014-12,0,0,1
hayd,jreback,6,9,2,2015-01,0,0,1
hayd,jreback,5,10,3,2015-04,0,0,0
hayd,jreback,0,2,1,2015-05,0,0,0
hayd,jreback,1,3,1,2015-06,0,0,1
hayd,jreback,24,19,2,2015-08,0,0,0
hayd,jreback,16,12,1,2015-09,0,0,2
hayd,jreback,7,14,4,2015-11,0,0,0
hayd,jreback,4,9,3,2015-12,0,0,0
hayd,jreback,10,17,3,2016-01,1,0,9
hayd,jreback,1,3,1,2016-07,0,0,0
hayd,jseabold,1,3,1,2013-07,0,0,0
hayd,jseabold,43,17,1,2013-09,2,0,1
hayd,jseabold,25,21,2,2014-03,13,6,7
hayd,jseabold,0,3,1,2014-04,0,0,0
hayd,jseabold,2,3,1,2015-08,0,0,0
hayd,jsexauer,0,2,1,2013-11,0,0,0
hayd,jsexauer,3,5,1,2013-12,0,0,0
hayd,jsexauer,4,9,1,2014-03,1,0,4
hayd,jsexauer,5,8,1,2014-04,0,0,0
hayd,jtratner,200,121,13,2013-06,19,4,41
hayd,jtratner,40,50,8,2013-07,2,0,0
hayd,jtratner,19,54,13,2013-08,2,0,7
hayd,jtratner,108,101,12,2013-09,3,0,26
hayd,jtratner,13,33,6,2013-10,2,0,10
hayd,jtratner,33,42,10,2013-11,0,0,0
hayd,jtratner,3,9,3,2013-12,0,0,1
hayd,jtratner,2,5,2,2014-01,0,0,0
hayd,jtratner,2,9,3,2014-03,0,0,2
hayd,jtratner,3,8,3,2014-04,0,0,0
hayd,jtratner,0,2,1,2014-09,0,0,0
hayd,jwkvam,1,2,1,2014-03,0,0,0
hayd,katychuang,0,2,1,2013-08,0,0,0
hayd,kawochen,1,3,1,2015-10,0,0,1
hayd,kijoshua,3,10,1,2013-02,1,0,3
hayd,kjordahl,5,7,1,2013-08,0,0,3
hayd,langmore,1,3,1,2014-08,1,0,1
hayd,lesteve,4,8,2,2013-03,0,0,1
hayd,lexual,0,3,1,2013-02,1,0,0
hayd,lodagro,0,2,1,2013-03,0,0,0
hayd,lodagro,0,2,1,2013-04,0,0,0
hayd,lodagro,3,6,1,2013-05,0,0,0
hayd,makmanalp,2,4,1,2014-06,0,0,0
hayd,mangecoeur,4,11,1,2013-07,4,0,4
hayd,mangecoeur,4,8,2,2014-01,0,0,3
hayd,mangecoeur,4,8,2,2014-02,0,0,1
hayd,mangecoeur,0,3,1,2014-05,0,0,0
hayd,marcua,0,3,1,2014-04,0,0,0
hayd,mariusbutuc,0,2,1,2014-09,0,0,0
hayd,matthew-brett,1,2,1,2014-05,0,0,0
hayd,mattvivier,2,3,1,2015-06,0,0,0
hayd,max-sixty,2,3,1,2015-10,0,0,2
hayd,maxgrenderjones,5,8,1,2014-04,1,0,2
hayd,mcjcode,0,4,1,2014-09,0,0,0
hayd,metakermit,1,5,1,2013-11,0,0,1
hayd,mhnatiuk,0,2,1,2013-07,0,0,0
hayd,michaelaye,1,2,1,2013-07,0,0,0
hayd,michaelaye,1,3,1,2014-05,0,0,0
hayd,michaelaye,0,2,1,2014-06,0,0,0
hayd,miketkelly,8,13,3,2013-06,0,0,0
hayd,miketkelly,6,6,1,2013-07,0,0,0
hayd,miketkelly,2,4,1,2013-08,0,0,0
hayd,mrjbq7,4,6,1,2014-06,0,0,0
hayd,mwtoews,1,2,1,2013-08,0,0,0
hayd,myint,3,5,1,2014-04,0,0,1
hayd,naught101,7,9,2,2014-03,0,0,0
hayd,nehalecky,1,7,1,2013-06,0,0,1
hayd,nehalecky,1,4,2,2013-08,0,0,1
hayd,nipunbatra,16,18,3,2013-06,0,0,1
hayd,nipunbatra,1,3,1,2014-02,0,0,0
hayd,nmontpetit,0,2,1,2014-06,0,0,0
hayd,ogiaquino,0,4,1,2013-06,0,0,0
hayd,olgabot,1,5,1,2013-12,1,0,1
hayd,patricktokeeffe,5,6,1,2014-09,0,0,1
hayd,patricktokeeffe,6,7,1,2015-08,0,0,0
hayd,paulgb,1,2,1,2013-07,0,0,0
hayd,petebachant,1,3,1,2015-09,0,0,0
hayd,phaebz,16,11,1,2013-11,1,0,1
hayd,phobson,1,2,1,2014-07,0,0,0
hayd,rakppy,0,3,1,2013-08,0,0,0
hayd,ranchotexicana,1,2,1,2014-08,0,0,0
hayd,rcompton,0,2,1,2014-06,0,0,0
hayd,rla3rd,1,3,1,2014-01,0,0,0
hayd,rockg,2,4,1,2013-11,0,0,0
hayd,rockg,0,2,1,2014-03,0,0,0
hayd,rockg,9,12,1,2016-01,2,0,2
hayd,romanre,1,2,1,2013-06,0,0,0
hayd,rosnfeld,8,17,1,2014-03,1,0,8
hayd,rosnfeld,0,2,1,2014-05,0,0,0
hayd,rosnfeld,2,3,1,2014-08,0,0,2
hayd,rsmith31415,2,5,1,2013-08,1,0,0
hayd,schodge,3,6,1,2014-02,0,0,0
hayd,schodge,5,9,1,2014-03,0,0,5
hayd,seberg,1,2,1,2012-09,0,0,0
hayd,shoyer,1,5,1,2014-05,0,0,0
hayd,shoyer,1,2,1,2014-06,0,0,0
hayd,shoyer,2,8,2,2014-08,0,0,0
hayd,shoyer,3,5,2,2014-09,0,0,2
hayd,shoyer,2,3,1,2014-11,0,0,0
hayd,shoyer,2,3,1,2014-12,0,0,2
hayd,shoyer,5,8,2,2015-04,0,0,3
hayd,shoyer,0,8,1,2015-08,0,0,0
hayd,shoyer,0,2,1,2015-12,0,0,0
hayd,shoyer,2,4,1,2016-01,0,0,2
hayd,simomo,1,3,1,2013-07,0,0,1
hayd,sinhrks,1,2,1,2014-05,0,0,0
hayd,sinhrks,2,4,1,2014-06,0,0,0
hayd,sinhrks,1,2,1,2014-08,0,0,0
hayd,sinhrks,1,2,1,2014-12,0,0,1
hayd,sinhrks,0,4,1,2015-08,0,0,0
hayd,snth,9,13,1,2013-05,5,1,0
hayd,spearsem,0,4,1,2014-06,1,0,0
hayd,spool,1,3,1,2013-03,0,0,1
hayd,springcoil,0,3,1,2014-10,0,0,0
hayd,springcoil,1,3,1,2014-11,0,0,0
hayd,sshell0611,1,2,1,2013-04,0,0,0
hayd,szs8,1,2,1,2014-05,0,0,0
hayd,takluyver,3,13,1,2013-11,2,0,3
hayd,theandygross,1,2,1,2014-03,0,0,0
hayd,timmie,10,18,2,2013-08,3,0,10
hayd,toobaz,2,3,1,2014-05,0,0,2
hayd,trvrm,5,8,2,2015-12,1,0,0
hayd,trvrm,1,4,1,2016-01,0,0,1
hayd,tshauck,2,4,1,2013-07,0,0,1
hayd,tstriker,6,9,1,2014-04,0,0,0
hayd,unutbu,3,11,1,2013-10,2,0,3
hayd,varinf,4,6,1,2015-11,0,0,0
hayd,wabee,2,3,1,2013-09,0,0,0
hayd,wabu,15,8,1,2014-06,0,0,0
hayd,waitingkuo,2,4,2,2013-03,0,0,1
hayd,waitingkuo,1,3,1,2013-04,0,0,0
hayd,waitingkuo,3,5,1,2013-08,0,0,0
hayd,waitingkuo,12,9,1,2014-01,0,0,0
hayd,waitingkuo,0,2,1,2014-03,0,0,0
hayd,wcbeard,2,4,1,2014-06,0,0,0
hayd,wesm,0,2,1,2013-01,0,0,0
hayd,wesm,0,2,1,2013-02,0,0,0
hayd,wesm,1,5,1,2013-03,0,0,1
hayd,wesm,5,10,3,2013-04,0,0,0
hayd,wesm,3,9,2,2013-05,0,0,2
hayd,wesm,2,12,3,2013-06,0,0,1
hayd,wesm,1,2,1,2013-07,0,0,0
hayd,wesm,4,7,1,2013-08,0,0,0
hayd,wesm,1,2,1,2014-04,0,0,0
hayd,wesm,3,5,1,2015-01,0,0,0
hayd,wesm,6,14,2,2016-01,0,0,2
hayd,yred,4,6,1,2015-04,0,0,0
hayd,yyl,1,2,1,2014-06,0,0,0
hbredin,jreback,2,4,1,2015-01,0,0,0
hbredin,mrocklin,0,2,1,2015-01,0,0,0
hbredin,shoyer,1,4,1,2015-01,0,0,0
hcarvalhoalves,jreback,0,2,1,2015-12,0,0,0
hcorrada,jseabold,0,3,1,2012-11,0,0,0
hdascapital,jreback,8,10,1,2014-07,0,0,2
hdemers,Ty-WDFW,4,5,1,2016-11,0,0,0
hdemers,jreback,4,6,1,2016-11,0,0,0
headdab,jreback,2,4,1,2018-10,0,0,0
hechtlinger,jreback,6,5,1,2018-06,0,0,0
heckeop,jreback,4,5,1,2019-03,0,0,0
heckeop,pep8speaks,0,3,1,2019-03,0,0,0
heidek,mroeschke,0,2,1,2019-03,0,0,0
hemflit,jreback,0,3,1,2013-04,0,0,0
hendrics,jbrockmendel,1,3,1,2019-03,0,0,0
hendrics,jreback,3,5,1,2014-02,0,0,0
henhuy,jreback,0,2,1,2016-04,0,0,0
henriqueribeiro,TomAugspurger,30,11,1,2018-09,0,0,0
henriqueribeiro,jbrockmendel,6,7,1,2018-09,0,0,0
henriqueribeiro,jreback,6,7,1,2018-09,0,0,0
henriqueribeiro,pep8speaks,0,7,1,2018-09,0,0,0
henrystokeley,jreback,4,5,1,2015-10,0,0,0
henrystokeley,jreback,4,6,1,2015-11,0,0,1
hensing,jreback,7,7,1,2015-08,0,0,1
hensing,jreback,4,4,1,2015-09,0,0,0
hereidk,jreback,2,3,1,2014-06,0,0,0
hermanc1,jreback,0,4,1,2016-05,1,0,0
heroxbd,jreback,6,5,1,2016-04,0,0,0
hertzmann,shoyer,0,3,1,2015-04,0,0,0
hewgreen,TomAugspurger,1,2,1,2017-09,0,0,1
hexgnu,TomAugspurger,1,8,2,2017-12,0,0,0
hexgnu,TomAugspurger,12,18,3,2018-01,0,0,0
hexgnu,TomAugspurger,4,14,5,2018-02,0,0,0
hexgnu,TomAugspurger,5,7,2,2018-07,0,0,4
hexgnu,TomAugspurger,0,2,1,2018-10,0,0,0
hexgnu,jorisvandenbossche,6,7,2,2018-02,0,0,0
hexgnu,jorisvandenbossche,3,4,1,2018-07,0,0,3
hexgnu,jreback,4,12,3,2017-12,2,0,2
hexgnu,jreback,23,23,6,2018-01,0,0,0
hexgnu,jreback,14,28,8,2018-02,3,0,8
hexgnu,jreback,1,4,2,2018-07,0,0,0
hexgnu,kernc,0,2,1,2018-02,1,0,0
hexgnu,pep8speaks,3,7,2,2017-12,2,0,3
hexgnu,pep8speaks,1,9,2,2018-01,0,0,1
hexgnu,pep8speaks,3,10,3,2018-02,0,0,2
hexum,jreback,6,7,1,2015-05,0,0,0
heydenberk,louispotok,1,2,1,2018-10,0,0,0
hfoffani,jtratner,0,3,1,2013-09,0,0,0
hfwittmann,jorisvandenbossche,1,2,1,2019-01,0,0,0
hgilde,jorisvandenbossche,4,5,1,2017-01,0,0,0
hgilde,jreback,4,4,1,2017-01,0,0,0
hgilde,jreback,4,4,1,2017-03,0,0,0
hhuuggoo,jorisvandenbossche,0,3,1,2018-09,0,0,0
hhuuggoo,jreback,0,3,1,2013-10,0,0,0
hhuuggoo,jreback,28,13,1,2014-02,0,0,0
hhuuggoo,jreback,6,11,3,2015-05,0,0,1
hhuuggoo,jreback,13,9,1,2015-06,0,0,1
hhuuggoo,jreback,1,2,1,2015-07,0,0,0
hhuuggoo,jreback,1,3,1,2015-08,0,0,0
hhuuggoo,jreback,2,4,1,2015-09,0,0,0
hhuuggoo,jreback,0,3,1,2015-10,0,0,0
hhuuggoo,jreback,2,3,1,2016-04,0,0,0
hhuuggoo,jreback,2,8,2,2017-07,0,0,0
highpost,jreback,18,13,1,2013-08,3,0,9
hiiwave,jorisvandenbossche,4,7,1,2016-12,1,1,0
hiiwave,keshavramaswamy,3,6,1,2016-12,1,2,0
himanshu720,TomAugspurger,0,4,1,2018-12,0,0,0
hirokib,jreback,1,2,1,2015-04,0,0,0
hironow,TomAugspurger,1,3,1,2015-10,0,0,0
hironow,jreback,1,3,1,2015-10,0,0,0
hironow,sinhrks,3,5,1,2015-10,0,0,1
hissashirocha,TomAugspurger,0,4,1,2018-03,0,0,0
hissashirocha,jorisvandenbossche,0,7,1,2018-03,1,0,0
hkleynhans,jorisvandenbossche,4,7,2,2014-11,0,0,0
hkleynhans,jreback,2,3,1,2014-11,0,0,0
hksonngan,jreback,9,14,2,2019-03,0,0,1
hksonngan,pep8speaks,0,2,1,2019-02,0,0,0
hksonngan,pep8speaks,2,4,1,2019-03,0,0,2
hlin117,jreback,1,2,1,2014-10,0,0,1
