name1,name2,date,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
AllenDowney,jreback,2014-05-05,0.375,0.0,0.0,0.0,1.0,1.0,9,0,0,0,2,9
AllenDowney,jreback,2014-05-19,0.665,0.0,0.0,0.0,0.835,1.0,5,0,0,0,2,9
AllenDowney,jreback,2014-06-30,1.0,0.0,0.0,0.0,1.0,1.0,16,0,0,0,1,8
AllenDowney,jreback,2014-08-04,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
AllenDowney,jreback,2014-09-08,0.2,0.2,0.2,0.0,1.0,0.8,1,1,1,0,1,6
AllenDowney,jreback,2014-09-22,0.33,0.33,0.0,0.33,0.0,0.6699999999999999,1,1,0,1,1,4
AllenDowney,jreback,2017-06-12,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,2
AllenDowney,jreback,2017-07-03,0.4,0.0,0.0,0.0,0.4,1.0,6,0,0,0,1,8
AllenDowney,jtratner,2014-09-22,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,2
AllenDowney,marco-giancotti,2014-08-04,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
AllenDowney,onesandzeroes,2014-09-22,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
AllenDowney,seth-p,2014-09-08,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
AllenDowney,stahlous,2014-09-08,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
AllenDowney,tyler-abbot,2015-06-22,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Altons,wesm,2011-09-19,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
Altons,wesm,2011-09-26,0.5,0.0,0.0,0.0,1.0,1.0,15,0,0,0,1,11
Amaelb,jorisvandenbossche,2016-10-31,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
Amaelb,jreback,2016-10-31,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Amyunimus,jreback,2014-04-21,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Amyunimus,jreback,2014-07-21,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Amyunimus,sinhrks,2014-07-21,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anaphory,jreback,2016-06-20,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AndreiKeino,TomAugspurger,2018-06-18,0.67,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,6
AndresGlez,jorisvandenbossche,2015-11-16,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
AndresGlez,rockg,2015-11-16,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,2
AndrewUshakov,jreback,2014-04-07,1.0,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,5
AngryMaciek,jreback,2017-01-30,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
Anjali2019,codecov[bot],2018-09-17,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anjali2019,h-vetinari,2018-09-03,0.5,0.0,0.5,0.0,1.0,1.0,3,0,3,0,1,5
Anjali2019,h-vetinari,2018-09-17,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,2,5
Anjali2019,pep8speaks,2018-09-17,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,2,4
AnkurDedania,TomAugspurger,2016-03-07,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AnkurDedania,jorisvandenbossche,2016-12-26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AnkurDedania,jreback,2016-03-07,1.0,0.0,0.0,0.0,1.0,1.0,8,0,0,0,1,6
AnnamalaiNagappan,jorisvandenbossche,2016-05-30,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AnthonyGaruccio,TomAugspurger,2018-03-12,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,2
AnthonyGaruccio,jreback,2018-03-12,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,2
AntoineD,TomAugspurger,2018-10-22,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AntoineD,chris-b1,2019-02-04,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
