"name1","name2","year_week","issue_num","p1","p2"
"takluyver","wesm","201141","226","1","0"
"takluyver","wesm","201141","228","2","1"
"PhE","wesm","201141","232","01","222"
"brentp","wesm","201141","232","2","222"
"brentp","PhE","201141","232","2","01"
"takluyver","wesm","201141","233","2","02"
"takluyver","wesm","201142","233","0222","0202"
"CRP","wesm","201141","235","0","22"
"adamklein","lodagro","201212","235","2","2"
"lodagro","wesm","201212","235","2","2"
"adamklein","wesm","201212","235","2","2"
"baldwint","cpcloud","201323","236","20","2022200"
"baldwint","jreback","201323","236","20","22222222"
"cpcloud","jreback","201323","236","2022200","22222222"
"baldwint","kghose","201323","236","20","2"
"cpcloud","kghose","201323","236","2022200","2"
"jreback","kghose","201323","236","22222222","2"
"jreback","njsmith","201338","236","02","21"
"dragoljub","njsmith","201338","236","2","21"
"dragoljub","jreback","201338","236","2","02"
"creeson","wesm","201141","238","1","122"
"creeson","wesm","201141","239","1","2"
"takluyver","wesm","201141","240","22","22"
"takluyver","wesm","201142","240","222","2221"
"takluyver","wesm","201142","241","22","122"
"cpcloud","wesm","201331","245","22","2"
"jorisvandenbossche","levithomason","201652","245","2","2"
"levithomason","wesm","201652","245","2","0"
"jorisvandenbossche","wesm","201652","245","2","0"
"aman-thakral","wesm","201142","254","2","21"
"shoyer","wesm","20162","255","2","2"
"asqui","wesm","201142","263","02","222222"
"changhiskhan","wesm","201145","269","2","0"
"takluyver","wesm","201142","277","2","22"
"creeson","wesm","201144","281","1","21"
"gregglind","wesm","20121","282","2","0"
"evandavey","wesm","201143","284","011","2221"
"lbeltrame","wesm","201146","287","2","1"
"lodagro","wesm","201146","287","0","1"
"lbeltrame","lodagro","201146","287","2","0"
"lbeltrame","wesm","201143","288","22","22"
"changhiskhan","wesm","201146","288","2","2"
"dieterv77","wesm","201143","290","1","2"
"lodagro","wesm","201143","294","22","222"
"takluyver","wesm","201146","300","20","12"
"Komnomnomnom","wesm","201143","304","1","1"
"hammer","wesm","201144","307","2","1"
"natekupp","wesm","201145","309","11","2222"
"adamklein","wesm","201145","313","2","2"
"bburan","wesm","201144","315","2","22"
"seanjtaylor","wesm","201144","319","22","2"
"vincentarelbundock","wesm","201144","320","1","21"
"davclark","wesm","201144","322","0","22"
"mcobzarenco","wesm","201144","323","2","22"
"sjev","wesm","201144","324","1","2212"
"craustin","wesm","201144","325","2","12"
"sjev","wesm","201144","329","2","222"
"fonnesbeck","wesm","201144","332","22","222"
"sjev","wesm","201144","336","1","2"
"tvaught","wesm","201145","344","1","2"
"lbeltrame","nspies","201213","350","222","22"
"rsamson","wesm","201145","351","1","1"
"ukch","wesm","201145","352","2","1"
"ukch","wesm","201145","354","2","2"
"aman-thakral","wesm","201145","355","1","121"
"aman-thakral","wesm","201145","356","1","2"
"dieterv77","wesm","201146","365","2","1"
"ukch","wesm","201146","366","2","1"
"CRP","wesm","201146","367","2","1"
"lodagro","wesm","20123","371","21","2222"
"CRP","wesm","201146","373","2","12"
"craustin","wesm","201146","378","2","2"
"craustin","wesm","201146","380","2","202"
"lodagro","wesm","201146","385","0","1"
"changhiskhan","wesm","201228","388","2","0"
"craustin","wesm","201146","389","21","22"
"adamklein","lodagro","20121","395","2","21"
"CRP","wesm","201147","401","1","2"
"jseabold","wesm","201147","403","1","2"
"cpcloud","hayd","201331","404","1","2"
"cpcloud","hayd","201339","404","2","2"
"sanand0","wesm","201245","407","2","2"
"cpcloud","fivejjs","20154","407","2","0"
"fivejjs","TomAugspurger","20154","407","0","2"
"cpcloud","TomAugspurger","20154","407","2","2"
"jorisvandenbossche","kvallinatest","201740","407","2","0"
"ralphbean","wesm","201148","412","2","2"
"lodagro","wesm","201210","413","0","2"
"drewfrank","wesm","201210","413","0","2"
"drewfrank","lodagro","201210","413","0","0"
"lodagro","sjev","201148","418","22","211"
"lodagro","wesm","201148","418","22","2"
"sjev","wesm","201148","418","211","2"
"ralphbean","wesm","201148","419","222","1"
"joonro","wesm","201148","425","1","1"
"fonnesbeck","wesm","201148","426","1","2"
"CRP","wesm","201148","428","0","1"
"sjev","wesm","201148","431","1","2"
"sjev","wesm","201149","435","2","22"
"sjev","wesm","201148","438","21","22"
"sjev","wesm","201148","441","21","210"
"fperez","wesm","201149","442","1","1"
"fperez","lodagro","201149","444","201","2"
"lodagro","wesm","201149","444","2","2222"
"fperez","wesm","201149","444","201","2222"
"fperez","wesm","201150","444","1","2"
"lbeltrame","lodagro","201149","447","2","2"
"lbeltrame","wesm","201149","447","2","2"
"lodagro","wesm","201149","447","2","2"
"hugadams","pmacaodh","201249","447","2022","0"
"ghost","pmacaodh","201249","447","02","0"
"pmacaodh","wesm","201249","447","0","2"
"hugadams","wesm","201249","447","2022","2"
"ghost","wesm","201249","447","02","2"
"ghost","hugadams","201249","447","02","2022"
"hugadams","sglyon","201314","447","20","2"
"ghost","JamesPHoughton","201318","447","2","2"
"JamesPHoughton","nehalecky","201318","447","2","2"
"ghost","nehalecky","201318","447","2","2"
"jtratner","kevindavenport","201336","447","2","2"
"jreback","kevindavenport","201336","447","2","2"
"jreback","jtratner","201336","447","2","2"
"ghost","jreback","20144","447","222","21"
"lbeltrame","wesm","201149","450","22221","022"
"lodagro","wesm","201149","450","0","022"
"lbeltrame","lodagro","201149","450","22221","0"
"lodagro","wesm","201149","453","22","12"
"jankatins","wesm","201151","455","000","2022"
"mwiebe","wesm","201149","458","22","2222"
"reckoner","wesm","201149","458","1","2222"
"mwiebe","reckoner","201149","458","22","1"
"CRP","jreback","20148","459","0","2"
"sjev","wesm","201149","463","2","2"
"stig","wesm","20122","464","1","2"
"lodagro","wesm","201150","471","1","2"
"lodagro","wesm","201152","476","1","0"
"mattharrison","wesm","201150","478","2","22"
"CRP","wesm","201150","483","2","2"
"mattharrison","wesm","201150","485","0","12"
"craustin","wesm","201150","488","2","22"
"craustin","wesm","201150","489","2","2"
"lodagro","wesm","201150","489","2","2"
"craustin","lodagro","201150","489","2","2"
"jankatins","wesm","201150","497","2","2"
"craustin","wesm","201150","500","2","2"
"dieterv77","wesm","201151","503","0","111"
"timClicks","wesm","201151","504","2","2102"
"gregglind","wesm","201151","504","12","2102"
"gregglind","timClicks","201151","504","12","2"
"solomon-negusse","wesm","201151","505","21","21"
"reckoner","wesm","201151","509","1","222"
"craustin","wesm","201151","510","21","222"
"craustin","wesm","20122","511","22","222"
"catawbasam","wesm","201151","516","1","0"
"mattharrison","wesm","201151","519","220","2222"
"mattharrison","wesm","201151","523","2","222"
"mattharrison","wesm","201152","523","22","22"
"gregglind","wesm","201151","526","10","2011"
"mattharrison","wesm","201152","546","2102","102"
"changhiskhan","wesm","201219","557","2","2"
"changhiskhan","wesm","201220","560","2","2"
"adamklein","wesm","20121","562","2","02"
"adamklein","wesm","20123","568","222","22"
"gregglind","wesm","20121","572","012","2122"
"gregglind","wesm","20121","573","12","212"
"joonro","wesm","20121","574","1","1"
"adamklein","lodagro","20127","577","1","2"
"jreback","lodagro","201339","577","2","22"
"cpcloud","lodagro","201339","577","2","22"
"cpcloud","jreback","201339","577","2","2"
"lodagro","wesm","20121","589","22","2222"
"adamklein","wesm","20121","590","2","2"
"adamklein","wesm","20122","591","22","222"
"reckoner","wesm","20121","594","1","22"
"stig","wesm","20122","595","2","1"
"jreback","soupault","201533","595","2","21"
"aman-thakral","wesm","20122","596","1","2"
"adamklein","wesm","20122","603","2","0"
"lbeltrame","wesm","20122","603","2","0"
"adamklein","lbeltrame","20122","603","2","2"
"wesm","yarikoptic","20122","608","10","21"
"adamklein","wesm","20122","611","2","1"
"adamklein","lluang","20122","613","22","2222"
"adamklein","wesm","20122","613","22","2"
"lluang","wesm","20122","613","2222","2"
"lirenz","wesm","201228","613","20","2"
"hammer","wesm","20122","614","2","222"
"ghost","wesm","20122","614","2","222"
"ghost","hammer","20122","614","2","2"
"wesm","yarikoptic","20122","618","2","2"
"wesm","yarikoptic","20123","618","12","21"
"cpcloud","wesm","201250","622","0","0"
"adamsd5","cpcloud","20133","622","00","222"
"adamsd5","jreback","20133","622","00","02"
"cpcloud","jreback","20133","622","222","02"
"adamsd5","jreback","20134","622","0","2"
"adamklein","timmie","201210","630","2","20"
"aman-thakral","wesm","20123","631","22","22"
"mikedewar","wesm","20123","631","1","22"
"aman-thakral","mikedewar","20123","631","22","1"
"Komnomnomnom","wesm","201213","631","0202","222"
"Komnomnomnom","wesm","201218","631","22","22"
"changhiskhan","PhE","201233","631","2","01"
"PhE","wesm","201233","631","01","2"
"changhiskhan","wesm","201233","631","2","2"
"lodagro","wesm","20123","634","22","2"
"adamklein","wesm","20123","637","2","2"
"elpres","wesm","20123","638","21","2"
"aman-thakral","wesm","20123","641","22","10"
"adamklein","elpres","20123","644","0222","1221"
"adamklein","lodagro","20123","644","0222","2"
"elpres","lodagro","20123","644","1221","2"
"ghost","jreback","201315","646","0","2"
"wesm","yarikoptic","20123","651","11","12"
"wesm","yarikoptic","20123","653","2","2"
"ogrisel","wesm","20123","655","2","2"
"adamklein","ogrisel","20124","665","2","1"
"aolieman","jreback","201614","667","11","2"
"adamklein","lodagro","20124","673","2","2"
"lodagro","wesm","20124","674","2002","2"
"timmie","wesm","20124","674","222","2"
"lodagro","timmie","20124","674","2002","222"
"james18","wesm","20124","676","2","12"
"dieterv77","wesm","20124","678","0","1"
"adamklein","craustin","20124","680","22","202222"
"craustin","wesm","20124","680","202222","212121"
"takluyver","wesm","20124","680","2202222","212121"
"lodagro","wesm","20124","680","22222222","212121"
"adamklein","wesm","20124","680","22","212121"
"craustin","takluyver","20124","680","202222","2202222"
"lodagro","takluyver","20124","680","22222222","2202222"
"adamklein","takluyver","20124","680","22","2202222"
"craustin","lodagro","20124","680","202222","22222222"
"adamklein","lodagro","20124","680","22","22222222"
"elpres","wesm","20124","681","21","222"
"james18","wesm","20124","683","1","11"
"takluyver","wesm","20124","685","1","1"
"mcobzarenco","wesm","201233","686","2","0"
"dalejung","wesm","201236","686","2","2"
"ghost","jreback","201314","686","2220","220"
"jreback","wesm","201315","686","2","22"
"ghost","wesm","201315","686","12","22"
"ghost","jreback","201315","686","12","2"
"twiecki","wesm","20124","689","201","20"
"craustin","wesm","20124","690","1","1"
"adamklein","kwaxyzzyimoto","20124","704","2","2"
"adamklein","jtbates","20125","705","2","1"
"adamklein","james18","20124","707","0222","2"
"takluyver","wesm","20125","711","1","22"
"adamklein","kieranholland","20125","712","1","1"
"adamklein","wesm","20125","713","2","22"
"kieranholland","wesm","20125","713","2","22"
"adamklein","kieranholland","20125","713","2","2"
"adamklein","wesm","20125","714","2","222"
"kieranholland","wesm","20125","714","1","222"
"adamklein","kieranholland","20125","714","2","1"
"adamklein","wesm","20125","715","122","222"
"adamklein","wesm","20125","722","12","0"
"philbigdog","wesm","20125","722","10","0"
"adamklein","philbigdog","20125","722","12","10"
"adamklein","wesm","20125","725","220212","22202"
"adamklein","lodagro","20125","726","2","2"
"adamklein","wesm","20125","726","2","2"
"lodagro","wesm","20125","726","2","2"
"lodagro","wesm","20126","726","02","212"
"rowanu","wesm","20125","730","21","2222"
"mcobzarenco","wesm","20125","734","1","02"
"dieterv77","wesm","20125","735","222","22"
"lbeltrame","wesm","20125","735","2","22"
"CRP","wesm","20125","735","2","22"
"CRP","dieterv77","20125","735","2","222"
"dieterv77","lbeltrame","20125","735","222","2"
"CRP","lbeltrame","20125","735","2","2"
"dieterv77","wesm","20126","735","2202","20222"
"lbeltrame","wesm","20126","735","2","20222"
"dieterv77","lbeltrame","20126","735","2202","2"
"changhiskhan","timmie","201222","736","2","22222222222"
"timmie","wesm","201222","736","22222222222","22222202"
"changhiskhan","wesm","201222","736","2","22222202"
"timmie","wesm","201241","736","12","2"
"ispmarin","jreback","201521","736","0","2"
"dragoljub","jreback","201445","739","2","2"
"jorisvandenbossche","toasteez","201637","739","2","2"
"dieterv77","lodagro","20126","741","2","2"
"adamklein","wesm","20125","743","222222","2222220"
"ruidc","wesm","20125","743","21220","2222220"
"adamklein","ruidc","20125","743","222222","21220"
"gwerbin","jreback","201644","743","2","2"
"jreback","kokes","201610","744","2","2"
"gdraps","wesm","20126","746","1","2"
"adamklein","wesm","20125","750","22","22"
"jdh2358","wesm","20125","753","2","2"
"adamklein","ghost","20126","756","1","11"
"adamklein","wesm","20126","756","1","2"
"ghost","wesm","20126","756","11","2"
"adamklein","soramame0518","20126","758","2","11"
"adamklein","wesm","20126","758","2","1"
"soramame0518","wesm","20126","758","11","1"
"adamklein","wesm","20126","761","2","22"
"lodagro","wesm","20126","761","2","22"
"gregglind","wesm","20126","761","1","22"
"adamklein","lodagro","20126","761","2","2"
"gregglind","lodagro","20126","761","1","2"
"adamklein","gregglind","20126","761","2","1"
"adamklein","CRP","20126","763","2","221"
"CRP","wesm","20126","763","221","2"
"adamklein","wesm","20126","763","2","2"
"chrisjbillington","wesm","20126","768","101","201"
"ellisonbg","takluyver","20126","772","2","02"
"lodagro","takluyver","20126","772","2","02"
"ellisonbg","lodagro","20126","772","2","2"
"ellisonbg","lodagro","20127","772","00","222"
"ellisonbg","takluyver","20127","772","00","2"
"lodagro","takluyver","20127","772","222","2"
"ellisonbg","wesm","20127","772","00","2212"
"lodagro","wesm","20127","772","222","2212"
"takluyver","wesm","20127","772","2","2212"
"ellisonbg","wesm","20128","772","21","2"
"lodagro","wesm","20128","772","0","2"
"ellisonbg","lodagro","20128","772","21","0"
"adamklein","xdong","20127","780","0","1"
"bertrandhaut","jreback","201434","781","02","2"
"jorisvandenbossche","jreback","201434","781","2","2"
"bertrandhaut","jorisvandenbossche","201434","781","02","2"
"bertrandhaut","jreback","201439","781","2","2"
"esthers","wesm","20137","783","2","2"
"dalejung","esthers","20138","783","0","2"
"dalejung","woodb","201328","783","20","122"
"ghost","phobson","201351","783","1222","22"
"jreback","phobson","201351","783","2","22"
"jtratner","phobson","201351","783","20","22"
"olgabot","phobson","201351","783","2","22"
"ghost","jreback","201351","783","1222","2"
"ghost","jtratner","201351","783","1222","20"
"jreback","jtratner","201351","783","2","20"
"ghost","olgabot","201351","783","1222","2"
"jreback","olgabot","201351","783","2","2"
"jtratner","olgabot","201351","783","20","2"
"femtotrader","jreback","201641","783","22","2"
"timmie","wesm","20129","784","2","2"
"hammer","takluyver","201210","795","2","2"
"takluyver","wesm","201211","795","22","222"
"changhiskhan","wesm","20128","806","2","2"
"changhiskhan","wesm","20128","807","12","21"
"adamklein","mattias-lundell","20128","809","2222","221"
"adamklein","wesm","20128","810","22","22"
"lodagro","wesm","20128","810","2","22"
"adamklein","lodagro","20128","810","22","2"
"adamklein","wesm","20128","811","22","22"
"changhiskhan","wesm","201249","816","2","2"
"jseabold","wesm","201249","816","2","2"
"changhiskhan","jseabold","201249","816","2","2"
"paddymul","wesm","201223","826","2","2"
"lodagro","takluyver","20128","829","2","2"
"takluyver","wesm","20128","829","2","21"
"lodagro","wesm","20128","829","2","21"
"timmie","wesm","201241","833","222","22"
"adamklein","wesm","20129","834","1","12"
"adamklein","wesm","20129","835","22","22"
"mcobzarenco","wesm","20129","835","2","22"
"adamklein","mcobzarenco","20129","835","22","2"
"adamklein","wesm","20129","838","1","22"
"adamklein","wesm","20129","839","1","22"
"bgbg","lodagro","20129","840","1","2"
"lodagro","wesm","20129","840","2","2"
"bgbg","wesm","20129","840","1","2"
"adamklein","takluyver","20129","842","2","2"
"takluyver","tvaught","20129","842","2","0"
"adamklein","tvaught","20129","842","2","0"
"adamklein","tvaught","20129","843","0","2"
"adamklein","tvaught","20129","845","11","11"
"tvaught","wesm","20129","845","11","2"
"adamklein","wesm","20129","845","11","2"
"adamklein","jdreyf","201210","848","2","2"
"adamklein","lbeltrame","201210","848","2","2"
"jdreyf","lbeltrame","201210","848","2","2"
"jreback","jtratner","201339","852","2","0"
"adamklein","timmie","201210","854","2","0222"
"adamklein","wesm","20129","856","222","22"
"adamklein","wesm","20129","859","22","2"
"adamklein","benjaminmgross","201210","862","2","1"
"adamklein","yinhm","201210","867","2","21"
"blounsbury-usbr","changhiskhan","201228","873","1","2"
"takluyver","theandygross","201210","877","2","2"
"jhaynes","lodagro","201210","878","2","22"
"lodagro","wesm","201210","878","22","2"
"jhaynes","wesm","201210","878","2","2"
"jseabold","tponthieux","20139","886","2","2"
"cpcloud","jreback","201338","886","2","2"
"joshuaar","takluyver","201210","888","1","1"
"adamklein","wesm","201211","888","2","2"
"lodagro","wesm","201211","891","2","2"
"gerigk","takluyver","201210","892","1","2"
"adamklein","takluyver","201210","892","2","2"
"adamklein","gerigk","201210","892","2","1"
"gerigk","wesm","201211","893","21","22"
"adamklein","timmie","201210","896","211","020"
"dieterv77","timmie","201210","897","0","2"
"adamklein","timmie","201210","898","2","2"
"timmie","wesm","201215","898","2","2"
"hbredin","shoyer","20154","901","2","0"
"cpcloud","shoyer","20154","901","2","0"
"cpcloud","hbredin","20154","901","2","2"
"jreback","shoyer","20155","901","222","00"
"mrocklin","shoyer","20155","901","0","00"
"jreback","mrocklin","20155","901","222","0"
"changhiskhan","timmie","201222","905","2","22"
"changhiskhan","wesm","201222","905","2","2"
"timmie","wesm","201222","905","22","2"
"adamklein","timmie","201211","906","1","202222"
"lodagro","wesm","201211","909","2","2"
"adamklein","aman-thakral","201211","910","1","1"
"aman-thakral","wesm","201211","910","1","1"
"adamklein","wesm","201211","910","1","1"
"adamklein","lodagro","201211","912","2","2"
"adamklein","wesm","201211","912","2","2"
"lodagro","wesm","201211","912","2","2"
"adamklein","cartazio","201211","915","12","22021"
"cartazio","wesm","201211","915","22021","2"
"adamklein","wesm","201211","915","12","2"
"adamklein","wesm","201211","918","1","1"
"danbirken","wesm","201211","918","1","1"
"adamklein","danbirken","201211","918","1","1"
"wesm","wguan326","201213","920","2","21"
"changhiskhan","wesm","201228","922","2","22"
"mattharrison","wesm","201211","927","21","22"
"nicola514","wesm","201213","927","2","2"
"jhrhew","wesm","201241","928","212","22"
"colourful-land","jreback","20143","936","002","222"
"ghost","jreback","20143","936","2","222"
"jorisvandenbossche","jreback","20143","936","0","222"
"colourful-land","ghost","20143","936","002","2"
"colourful-land","jorisvandenbossche","20143","936","002","0"
"ghost","jorisvandenbossche","20143","936","2","0"
"hayd","immerrr","201436","939","2","2"
"ARF1","jreback","201517","939","22221","222"
"hayd","jreback","201517","939","1","222"
"jorisvandenbossche","jreback","201517","939","2","222"
"ARF1","hayd","201517","939","22221","1"
"ARF1","jorisvandenbossche","201517","939","22221","2"
"hayd","jorisvandenbossche","201517","939","1","2"
"ARF1","shoyer","201517","939","22221","2"
"jreback","shoyer","201517","939","222","2"
"hayd","shoyer","201517","939","1","2"
"jorisvandenbossche","shoyer","201517","939","2","2"
"adamklein","RayVR","201212","944","2","1"
"saroele","wesm","201212","945","01","22"
"adamklein","leonbaum","201212","949","012","21"
"adamklein","wesm","201212","949","012","2"
"leonbaum","wesm","201212","949","21","2"
"takluyver","wesm","201212","949","2","2"
"adamklein","takluyver","201212","949","012","2"
"leonbaum","takluyver","201212","949","21","2"
"michaelaye","wesm","201212","950","2","2"
"adamklein","wesm","201212","950","1","2"
"adamklein","michaelaye","201212","950","1","2"
"ghost","wesm","201241","950","2","1"
"blais","takluyver","201212","952","2","02"
"takluyver","wesm","201212","952","02","1"
"blais","wesm","201212","952","2","1"
"changhiskhan","wesm","201212","955","22","22"
"jorisvandenbossche","TomAugspurger","201435","955","2","2"
"jreback","TomAugspurger","201435","955","2","2"
"jorisvandenbossche","jreback","201435","955","2","2"
"changhiskhan","wesm","201218","956","2","2"
"adamklein","dfarmer","201212","960","2","0"
"changhiskhan","jseabold","201213","965","222","2222"
"Mistobaan","wesm","201214","965","2","2"
"jseabold","takluyver","201213","970","22222","222002"
"jseabold","wesm","201214","970","22","212"
"adamklein","takluyver","201213","971","2","22"
"jseabold","takluyver","201213","971","12","22"
"adamklein","jseabold","201213","971","2","12"
"njsmith","takluyver","201215","971","02020","0022"
"lodagro","wesm","201213","972","2","2"
"isofer","wesm","201213","972","22","2"
"jseabold","wesm","201213","972","0","2"
"isofer","lodagro","201213","972","22","2"
"jseabold","lodagro","201213","972","0","2"
"isofer","jseabold","201213","972","22","0"
"saroele","wesm","201213","973","1","2"
"jreback","ron819","201850","978","0","2"
"changhiskhan","wesm","201213","981","20","22"
"lbeltrame","wesm","201213","982","22","2"
"lbeltrame","lodagro","201213","983","2","2"
"lbeltrame","wesm","201215","983","0","222"
"jseabold","wesm","201214","985","222","222"
"cpcloud","jreback","201338","986","22","2"
"jseabold","wesm","201214","989","0","22"
"changhiskhan","wesm","201218","994","2","22"
"adamklein","wesm","201214","997","1","22"
"smc77","wesm","201214","997","1","22"
"adamklein","smc77","201214","997","1","1"
"adamklein","wesm","201214","998","0","0"
"cpcloud","jreback","201338","1022","2","2"
"changhiskhan","wesm","201215","1025","2","1"
"timmie","wesm","201215","1029","222","12"
"wesm","yarikoptic","201215","1032","01222","0222"
"cdeil","wesm","201215","1040","011","22"
"kisielk","puterleat","201215","1047","2","1"
"tkf","wesm","201215","1052","1","2"
"changhiskhan","njsmith","20131","1052","0","0"
"lodagro","tkf","201216","1053","2","1"
"makokal","wesm","201215","1054","1","2"
"gerigk","wesm","201217","1065","22","1"
"gfyoung","Nashcai","201735","1066","2","1"
"hayd","jreback","201324","1067","22220","2222"
"jreback","wesm","201324","1067","2222","2"
"hayd","wesm","201324","1067","22220","2"
"hayd","nehalecky","201325","1067","2","1"
"dtcaciuc","echlebek","201216","1069","2","2"
"changhiskhan","pengyu","201216","1070","12","20"
"changhiskhan","tkf","201226","1071","2","2"
"tkf","wesm","201216","1072","0","22"
"elpres","wesm","201219","1074","1","22"
"BMeridian","wesm","201216","1075","2222222222","222222"
"changhiskhan","tkf","201218","1078","2","1"
"bmu","wesm","201216","1081","2","0"
"BMeridian","wesm","201216","1082","2222","2221"
"takluyver","wesm","201216","1084","0","12"
"cpcloud","jtratner","201331","1094","22","22"
"cpcloud","jtratner","201341","1094","1","22"
"jonathanrocher","wesm","201217","1097","221","2222"
"gerigk","wesm","201216","1104","21","22"
"changhiskhan","timmie","201219","1105","2","2"
"lodagro","wesm","201217","1107","2","022"
"changhiskhan","lodagro","201217","1108","2","2"
"timmie","wesm","201217","1121","2001","222"
"takluyver","wesm","201217","1123","22","2"
"fonnesbeck","wesm","201217","1131","2","0"
"lesteve","wesm","201217","1134","1","02"
"jorisvandenbossche","jreback","201415","1134","2","2"
"jreback","snth","201422","1134","02","20"
"jorisvandenbossche","jreback","20148","1135","1","1"
"benarthur91","jreback","201851","1135","2202","2"
"timmie","wesm","201217","1139","22","22"
"changhiskhan","vincentarelbundock","201217","1142","22","211"
"lodagro","vincentarelbundock","201217","1142","2","211"
"changhiskhan","lodagro","201217","1142","22","2"
"changhiskhan","wesm","201217","1142","22","2"
"vincentarelbundock","wesm","201217","1142","211","2"
"lodagro","wesm","201217","1142","2","2"
"vincentarelbundock","wesm","201219","1142","1","2"
"twiecki","wesm","201217","1145","0","0"
"adamklein","wesm","201218","1153","2","2"
"changhiskhan","wesm","201217","1158","21","2"
"jeffneuen","wesm","201217","1161","1","2"
"jreback","kokes","20192","1161","2","0"
"adamklein","wesm","201218","1171","2","2"
"changhiskhan","wesm","201220","1174","2","2"
"changhiskhan","lodagro","201218","1177","01","2"
"lodagro","mirage007","201218","1177","2","1"
"changhiskhan","mirage007","201218","1177","01","1"
"dtcaciuc","wesm","201218","1179","0","0"
"nehalecky","wesm","201218","1179","11","0"
"dtcaciuc","nehalecky","201218","1179","0","11"
"nehalecky","wesm","201220","1179","1","22"
"changhiskhan","timmie","201219","1180","2","222"
"ghost","timmie","20141","1180","0","2"
"rkern","wesm","201219","1181","2221","222222"
"chrisgilmerproj","jorisvandenbossche","201516","1185","2","12"
"changhiskhan","wesm","201218","1186","2","2"
"timmie","wesm","201220","1186","22","12"
"changhiskhan","wesm","201220","1186","21","12"
"changhiskhan","timmie","201220","1186","21","22"
"changhiskhan","timmie","201221","1186","2","2"
"sthornington","wesm","201232","1201","2","2"
"nlsn","wesm","201229","1206","22","2"
"mwiebe","wesm","201219","1209","12222","2220222"
"mwiebe","wesm","201220","1209","2","2"
"takluyver","tkf","201219","1223","2","1"
"ruidc","wesm","201220","1225","1","2"
"Komnomnomnom","takluyver","201219","1226","000","211"
"takluyver","wesm","201219","1226","211","1"
"Komnomnomnom","wesm","201219","1226","000","1"
"vgoklani","wesm","201219","1226","2","1"
"takluyver","vgoklani","201219","1226","211","2"
"Komnomnomnom","vgoklani","201219","1226","000","2"
"Komnomnomnom","wesm","201220","1226","22020","222202"
"changhiskhan","wesm","201219","1230","2","0"
"orbitfold","wesm","201220","1237","2","21"
"changhiskhan","wesm","201220","1237","1","21"
"changhiskhan","orbitfold","201220","1237","1","2"
"changhiskhan","wesm","201220","1240","2","1"
