name1,name2,date,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
Ashajoney,WestLangley,2017-06-26,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Ashajoney,pailhead,2017-06-26,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
Ashutosh421,Mugen87,2018-02-26,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Ashutosh421,looeee,2018-02-26,0.5,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,4
Astrak,MasterJames,2015-09-14,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
Astrak,Mugen87,2017-09-04,0.5,0.25,0.0,0.0,1.0,0.5,4,1,0,0,2,7
Astrak,Mugen87,2017-09-18,0.67,0.02,0.0,0.02,0.88,0.88,43,1,0,1,1,16
Astrak,Mugen87,2017-09-25,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Astrak,RemusMar,2015-07-06,0.67,0.0,0.0,0.0,0.6699999999999999,1.0,8,0,0,0,1,7
Astrak,WestLangley,2015-09-14,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
Astrak,WestLangley,2017-02-27,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Astrak,WestLangley,2017-09-04,0.0,0.5,0.0,0.0,1.0,0.0,0,1,0,0,1,3
Astrak,WestLangley,2017-09-11,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Astrak,WestLangley,2017-10-09,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Astrak,WestLangley,2017-11-13,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
Astrak,WestLangley,2018-02-12,0.0,0.0,0.0,0.0,0.5,1.0,0,0,0,0,1,3
Astrak,XanderLuciano,2018-02-12,0.5,0.5,0.25,0.25,0.5,0.5,2,2,1,1,1,4
Astrak,bhouston,2017-02-13,0.5,0.0,0.0,0.0,1.0,0.5,1,0,0,0,1,3
Astrak,bhouston,2017-02-27,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
Astrak,bhouston,2017-11-13,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
Astrak,brianchirls,2017-02-27,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,2
Astrak,brianchirls,2017-04-10,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Astrak,gero3,2017-02-27,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
Astrak,looeee,2017-02-13,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Astrak,maciek134,2018-01-15,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Astrak,moraxy,2017-09-18,0.88,0.0,0.0,0.0,0.88,1.0,21,0,0,0,1,11
Astrak,mrdoob,2015-07-06,0.0,0.33,0.0,0.0,0.6699999999999999,1.0,0,1,0,0,1,4
Astrak,mrdoob,2015-09-07,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
Astrak,mrdoob,2015-09-14,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
Astrak,mrdoob,2017-02-13,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Astrak,mrdoob,2017-02-27,1.0,0.0,0.5,0.0,1.0,1.0,2,0,1,0,2,4
Astrak,mrdoob,2017-03-20,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Astrak,mrdoob,2017-04-10,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Astrak,mrdoob,2017-09-04,0.75,0.0,0.25,0.0,1.0,1.0,3,0,1,0,2,6
Astrak,mrdoob,2017-09-25,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Astrak,mrdoob,2017-11-13,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
Astrak,mrdoob,2018-02-26,0.5,0.0,0.5,0.0,1.0,1.0,2,0,2,0,1,4
Astrak,pailhead,2017-09-25,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Astrak,realratchet,2018-02-26,0.5,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,5
Astrak,thmasn,2017-02-27,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Avocher,WestLangley,2018-01-08,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Awea,mrdoob,2017-11-13,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
BAntDit,MHA15,2017-08-14,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BAntDit,Mugen87,2017-08-14,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BAntDit,WestLangley,2017-08-21,1.0,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,5
BAntDit,WestLangley,2017-09-04,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
BAntDit,WestLangley,2017-09-11,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
BAntDit,mrdoob,2017-08-07,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,2
BAntDit,mrdoob,2017-08-14,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BAntDit,mrdoob,2017-08-21,1.0,0.0,0.0,0.0,1.0,1.0,12,0,0,0,1,7
BAntDit,mrdoob,2017-09-04,0.83,0.0,0.0,0.0,1.0,1.0,10,0,0,0,1,8
Bab64,SpiritBreaker,2016-08-22,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
Bandit,Mugen87,2017-04-03,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Bandit,jostschmithals,2017-04-03,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
BashCloud,WestLangley,2018-07-30,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Ben-Mack,Julien-Arlandis,2018-05-21,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Ben-Mack,Julien-Arlandis,2018-06-04,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
Ben-Mack,Mugen87,2017-04-03,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
Ben-Mack,WestLangley,2018-05-21,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Ben-Mack,WestLangley,2018-06-04,0.67,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,5
Ben-Mack,WestLangley,2018-10-22,0.25,0.0,0.0,0.0,0.75,1.0,2,0,0,0,2,6
Ben-Mack,bhouston,2018-06-04,0.67,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,5
Ben-Mack,mrdoob,2018-05-21,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Ben-Mack,mrdoob,2018-10-22,0.67,0.0,0.67,0.0,1.0,1.0,2,0,2,0,1,4
Ben-Mack,takahirox,2018-02-26,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Ben-Mack,whatisor,2018-05-21,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
