name1,name2,period,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
AnashOommen,Swapygit,20190,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AnashOommen,apolcyn,20190,0.83,0.0,0.0,0.0,1.0,0.83,5,0,0,0,1,7
AndreLaskawy,listepo,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AndreLaskawy,vbisbest,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AndreLaskawy,wavebit,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AndrewIngram,hsaliak,20160,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AndrewIngram,inconshreveable,20160,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AndrewIngram,nathanielmanistaatgoogle,20160,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AndrewIngram,therc,20160,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
Andrewjeska,murgatroid99,20161,0.62,0.0,0.0,0.0,0.75,1.0,30,0,0,0,1,14
AndyM84,hsaliak,20161,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,2
AndyM84,jtattermusch,20161,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,3
Andyccs,dbovis,20151,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
Andyccs,jtattermusch,20151,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
Andyccs,killme2008,20151,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Andyccs,murgatroid99,20151,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
Andyccs,nicolasnoble,20151,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Andyccs,sreecha,20151,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Andyccs,tbetbetbe,20151,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Andyccs,vschiavoni,20151,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
Andyccs,zerbobo,20151,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Aneurin,donalmacc,20170,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,2
Aneurin,jtattermusch,20170,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
AngryLemonn,Rhysol,20171,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AngryLemonn,bharathsjois,20170,0.25,0.0,0.0,0.25,0.75,0.0,1,0,0,1,1,5
AngryLemonn,jboeuf,20170,0.11,0.44,0.0,0.0,0.33,1.0,1,4,0,0,1,6
AngryLemonn,jcanizales,20170,0.0,0.67,0.0,0.0,0.33,1.0,0,2,0,0,1,4
AngryLemonn,jiangtaoli2016,20180,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
AngryLemonn,luchunminglu,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AngryLemonn,ncteisen,20170,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AngryLemonn,patricia93sousa,20170,0.17,0.33,0.0,0.0,0.33,1.0,1,2,0,0,1,5
AngryLemonn,stanley-cheung,20170,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AngryLemonn,trusch,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AngryLemonn,tuxagon,20170,0.5,0.0,0.0,0.33,0.33,0.5,3,0,0,2,1,5
AngryLemonn,victorlin0,20170,0.75,0.0,0.0,0.0,0.75,1.0,3,0,0,0,1,5
AngryLemonn,vish74,20170,0.25,0.17,0.0,0.0,0.75,1.0,6,4,0,0,1,10
AngryLemonn,yang-g,20170,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
Anomander,ncteisen,20181,0.67,0.0,0.0,0.0,1.0,0.6699999999999999,4,0,0,0,1,5
Antezedens,NanXiao,20171,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
Antezedens,jtattermusch,20180,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,2
Antezedens,magick93,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Antezedens,phylake,20171,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
