developer1,developer2,ncr_consistent_rate,co_issue_cnt,cmt_cnt1,cmt_cnt2
mrdoob,sjpt,0.0,6,6472,8
mrdoob,chunnallu,0.0,3,6472,8
mrdoob,strangerintheq,0.0,3,6472,8
mrdoob,dhritzkiv,0.0,3,6472,8
mrdoob,richtr,0.0,6,6472,8
mrdoob,lovemoebius,0.0,5,6472,8
mrdoob,derivou,0.0,2,6472,8
mrdoob,maurocolella,0.0,5,6472,8
mrdoob,d3x0r,0.0,6,6472,8
mrdoob,amakaseev,0.0,3,6472,8
mrdoob,BenCidPerez,0.0,2,6472,8
mrdoob,crubier,0.0,3,6472,8
mrdoob,Perinban,0.0,2,6472,8
mrdoob,rkirsling,0.0,7,6472,8
mrdoob,zaykho,0.0,2,6472,8
mrdoob,navigator117,0.0,4,6472,8
mrdoob,isassaba,0.0,3,6472,8
mrdoob,MagicLM,0.0,1,6472,8
mrdoob,sonwh98,0.0,2,6472,8
mrdoob,Crisium,0.0,6,6472,8
mrdoob,schaf82,0.0,2,6472,8
mrdoob,rnixik,0.0,4,6472,8
mrdoob,marquizzo,0.0,4,6472,7
mrdoob,tailsu,0.0,5,6472,7
mrdoob,George35mk,0.0,3,6472,7
mrdoob,sjlynch,0.0,2,6472,7
mrdoob,DVLP,0.0,4,6472,7
mrdoob,daarong,0.0,5,6472,7
mrdoob,mlimper,0.0,5,6472,7
mrdoob,pontiffpublishing,0.0,3,6472,7
mrdoob,neeh,0.0,4,6472,7
mrdoob,schubboy,0.0,2,6472,7
mrdoob,sjvs,0.0,3,6472,7
mrdoob,liyuanqiu,0.0,6,6472,7
mrdoob,vidartf,0.0,6,6472,7
mrdoob,deokhae,0.0,6,6472,7
mrdoob,silvainSayduck,0.0,5,6472,7
mrdoob,immiao,0.0,4,6472,7
mrdoob,ferrolho,0.0,3,6472,7
mrdoob,trymoremore,0.0,7,6472,7
mrdoob,jeum,0.0,4,6472,7
mrdoob,usefulthink,0.0,4,6472,7
mrdoob,sneha-belkhale,0.0,6,6472,7
mrdoob,alinhulea,0.0,2,6472,7
mrdoob,jayPare,0.0,2,6472,7
mrdoob,rck1,0.0,4,6472,7
mrdoob,kasios,0.0,3,6472,7
mrdoob,WJsjtu,0.0,4,6472,7
mrdoob,p5aholic,0.0,2,6472,7
mrdoob,peppsac,0.0,5,6472,7
mrdoob,CGerAJ,0.0,4,6472,7
mrdoob,paulbrzeski,0.0,4,6472,7
mrdoob,mbredif,0.0,3,6472,7
mrdoob,geekance,0.0,3,6472,7
mrdoob,Korijn,0.0,2,6472,7
mrdoob,mikemeerschaert,0.0,2,6472,7
mrdoob,stla,0.0,1,6472,7
mrdoob,Evertvdw,0.0,4,6472,7
mrdoob,wellcaffeinated,0.0,1,6472,7
mrdoob,kapilreddy,0.0,3,6472,7
mrdoob,EskelCz,0.0,3,6472,7
mrdoob,remoe,0.0,4,6472,7
mrdoob,GuyGood,0.0,3,6472,7
mrdoob,antont,0.0,4,6472,7
mrdoob,tonnot,0.0,3,6472,7
mrdoob,killroy42,0.0,3,6472,7
mrdoob,morris,0.0,2,6472,7
mrdoob,erich666,0.0,5,6472,7
mrdoob,ralfnap,0.0,3,6472,7
mrdoob,tormozok,0.0,2,6472,7
mrdoob,kylegmaxwell,0.0,4,6472,7
mrdoob,karimbeyrouti,0.0,4,6472,7
mrdoob,MarcoSulla,0.0,2,6472,7
mrdoob,RamotionRussell,0.0,1,6472,7
mrdoob,brunoimbrizi,0.0,3,6472,6
mrdoob,Glinkis,0.0,3,6472,6
mrdoob,netrocc,0.0,1,6472,6
mrdoob,cg-cnu,0.0,6,6472,6
mrdoob,waitingcheung,0.0,3,6472,6
mrdoob,landonsilla,0.0,2,6472,6
mrdoob,kareldonk,0.0,5,6472,6
mrdoob,tledoux,0.0,2,6472,6
mrdoob,ByDenis,0.0,3,6472,6
mrdoob,j3zusla,0.0,3,6472,6
mrdoob,cliffhall,0.0,3,6472,6
mrdoob,zerohun,0.0,5,6472,6
mrdoob,gigablox,0.0,2,6472,6
mrdoob,jonTrent,0.0,3,6472,6
mrdoob,Sergej-Popov,0.0,1,6472,6
mrdoob,msimpson,0.0,2,6472,6
mrdoob,challakoushik,0.0,2,6472,6
mrdoob,netpro2k,0.0,4,6472,6
mrdoob,Claod44,0.0,3,6472,6
mrdoob,agackakan,0.0,4,6472,6
mrdoob,TimvanScherpenzeel,0.0,2,6472,6
mrdoob,Busata,0.0,3,6472,6
mrdoob,aurelienwipon,0.0,1,6472,6
mrdoob,cvan,0.0,2,6472,6
mrdoob,ikeough,0.0,3,6472,6
mrdoob,yaoyao-cn,0.0,3,6472,6
mrdoob,FMS-Cat,0.0,3,6472,6
mrdoob,gogoend,0.0,3,6472,6
mrdoob,maru0301,0.0,1,6472,6
mrdoob,Artyom17,0.0,4,6472,6
mrdoob,shengchiliu,0.0,1,6472,6
mrdoob,rdad,0.0,2,6472,6
mrdoob,danbri,0.0,0,6472,6
mrdoob,PaulTondeur,0.0,1,6472,6
mrdoob,Ni55aN,0.0,2,6472,6
mrdoob,rchadwic,0.0,2,6472,6
mrdoob,kdrnic,0.0,4,6472,6
mrdoob,tiansijie,0.0,3,6472,6
mrdoob,hxnan,0.0,3,6472,6
mrdoob,alarvy7,0.0,3,6472,6
mrdoob,pieteradejong,0.0,1,6472,6
mrdoob,leitzler,0.0,3,6472,6
mrdoob,rock7-dan,0.0,2,6472,6
mrdoob,dxshindeo,0.0,3,6472,6
mrdoob,Rendxx,0.0,4,6472,6
mrdoob,rhairston,0.0,4,6472,6
mrdoob,DavidWiebe,0.0,2,6472,6
mrdoob,Cobertos,0.0,4,6472,5
mrdoob,swomack,0.0,5,6472,5
mrdoob,arose,0.0,3,6472,5
mrdoob,Ludobaka,0.0,5,6472,5
mrdoob,mgreter,0.0,3,6472,5
mrdoob,MauricioVives,0.0,3,6472,5
mrdoob,marcofugaro,0.0,1,6472,5
mrdoob,filharvey,0.0,4,6472,5
mrdoob,michalburger1,0.0,3,6472,5
mrdoob,foobarbecue,0.0,3,6472,5
mrdoob,izar89,0.0,5,6472,5
mrdoob,zhoushijie163,0.0,4,6472,5
mrdoob,dnewman-polar3d,0.0,2,6472,5
mrdoob,dill0wn,0.0,2,6472,5
mrdoob,AlexanderPaule,0.0,3,6472,5
mrdoob,zorro-fr24,0.0,3,6472,5
mrdoob,flimshaw,0.0,3,6472,5
mrdoob,adam-clarey,0.0,2,6472,5
mrdoob,marclave,0.0,2,6472,5
mrdoob,cherniavskii,0.0,0,6472,5
mrdoob,zwcloud,0.0,5,6472,5
mrdoob,wu21731,0.0,4,6472,5
mrdoob,Berserk82,0.0,1,6472,5
mrdoob,L-WindRider,0.0,1,6472,5
mrdoob,markusjohnsson,0.0,5,6472,5
mrdoob,wuweiweiwu,0.0,2,6472,5
mrdoob,jchen10,0.0,3,6472,5
mrdoob,misan,0.0,1,6472,5
mrdoob,Sphinxxxx,0.0,4,6472,5
mrdoob,videoluce,0.0,2,6472,5
mrdoob,c0d1f1ed,0.0,3,6472,5
mrdoob,autra,0.0,3,6472,5
mrdoob,viperscape,0.0,3,6472,5
mrdoob,stefek99,0.0,2,6472,5
mrdoob,shelbyspeegle,0.0,4,6472,5
mrdoob,Mann90,0.0,3,6472,5
mrdoob,Tobiasartz,0.0,1,6472,5
mrdoob,feabauer,0.0,2,6472,5
mrdoob,jy-tao,0.0,2,6472,5
mrdoob,douglasppaz,0.0,2,6472,5
mrdoob,RSpace,0.0,2,6472,5
mrdoob,elunty,0.0,3,6472,5
mrdoob,emeyex,0.0,2,6472,5
mrdoob,nnavaneetha,0.0,4,6472,5
mrdoob,feiss,0.0,4,6472,5
mrdoob,serenayl,0.0,3,6472,5
mrdoob,Landlord-xx,0.0,0,6472,5
mrdoob,NicekDev,0.0,3,6472,5
mrdoob,HypnosNova,0.0,5,6472,5
mrdoob,IceFrozen,0.0,2,6472,5
mrdoob,Julien-Arlandis,0.0,4,6472,5
mrdoob,Fyrestar,0.0,5,6472,5
mrdoob,vyv03354,0.0,2,6472,5
mrdoob,bpetar,0.0,3,6472,5
mrdoob,letmaik,0.0,0,6472,5
mrdoob,patrickfuller,0.0,1,6472,5
mrdoob,but0n,0.0,3,6472,5
mrdoob,kschzt,0.0,4,6472,5
mrdoob,elcommie,0.0,4,6472,5
mrdoob,nraynaud,0.0,3,6472,5
mrdoob,liz3,0.0,2,6472,5
mrdoob,dukuo,0.0,2,6472,5
mrdoob,renegademaster88,0.0,2,6472,5
mrdoob,sweerwen,0.0,4,6472,5
mrdoob,lguminski,0.0,4,6472,5
mrdoob,nathaliaspatricio,0.0,2,6472,5
mrdoob,tomconroy,0.0,1,6472,5
mrdoob,jsermeno,0.0,1,6472,5
mrdoob,mokra,0.0,2,6472,5
mrdoob,Doidel,0.0,3,6472,5
mrdoob,echteinfachtv,0.0,2,6472,5
mrdoob,poudro,0.0,2,6472,5
mrdoob,mikesherov,0.0,1,6472,5
mrdoob,Nimanf,0.0,1,6472,5
mrdoob,willy-vvu,0.0,1,6472,5
mrdoob,joepie91,0.0,0,6472,5
mrdoob,runiter,0.0,3,6472,5
mrdoob,threejsworker,0.0,1,6472,5
mrdoob,borismus,0.0,2,6472,5
mrdoob,LuYaojing,0.0,1,6472,5
mrdoob,dimecho,0.0,2,6472,5
mrdoob,beiller,0.0,0,6472,5
mrdoob,njam,0.0,1,6472,5
mrdoob,StarPlugins,0.0,2,6472,5
mrdoob,kkananen,0.0,2,6472,5
mrdoob,blahmonkey,0.0,3,6472,5
mrdoob,astrolabio,0.0,2,6472,5
mrdoob,maurrubio,0.0,0,6472,5
mrdoob,ztxxxx0000,0.0,2,6472,5
Mugen87,WestLangley,0.0,526,2999,2320
Mugen87,donmccurdy,0.0,335,2999,1007
Mugen87,looeee,0.0,297,2999,856
Mugen87,takahirox,0.0,247,2999,761
Mugen87,bhouston,0.0,89,2999,532
Mugen87,makc,0.0,118,2999,432
Mugen87,pailhead,0.0,126,2999,372
Mugen87,RemusMar,0.0,52,2999,155
Mugen87,fernandojsg,0.0,63,2999,149
Mugen87,kaisalmen,0.0,76,2999,127
Mugen87,zz85,0.0,8,2999,123
Mugen87,jostschmithals,0.0,42,2999,122
Mugen87,sunag,0.0,60,2999,121
Mugen87,gero3,0.0,16,2999,121
Mugen87,Usnul,0.0,58,2999,120
Mugen87,Itee,0.0,42,2999,109
Mugen87,arodic,0.0,42,2999,105
Mugen87,danrossi,0.0,22,2999,98
Mugen87,trusktr,0.0,45,2999,94
Mugen87,tschw,0.0,3,2999,88
Mugen87,alteredq,0.0,0,2999,80
Mugen87,aardgoose,0.0,42,2999,79
Mugen87,manthrax,0.0,17,2999,79
Mugen87,cnspaha,0.0,38,2999,71
Mugen87,titansoftime,0.0,24,2999,69
Mugen87,tentone,0.0,31,2999,62
Mugen87,MasterJames,0.0,12,2999,60
Mugen87,ghost,0.0,14,2999,54
Mugen87,gkjohnson,0.0,35,2999,53
Mugen87,brianchirls,0.0,19,2999,48
Mugen87,kenrussell,0.0,25,2999,47
Mugen87,repsac,0.0,0,2999,46
Mugen87,erichlof,0.0,4,2999,44
Mugen87,oguzeroglu,0.0,21,2999,43
Mugen87,haroldiedema,0.0,26,2999,42
Mugen87,yomboprime,0.0,17,2999,41
Mugen87,andreasplesch,0.0,15,2999,39
Mugen87,Astrak,0.0,21,2999,39
Mugen87,Wilt,0.0,7,2999,38
Mugen87,FishOrBear,0.0,20,2999,38
Mugen87,cx20,0.0,18,2999,37
Mugen87,sasha240100,0.0,13,2999,36
Mugen87,moraxy,0.0,24,2999,36
Mugen87,Kyle-Larson,0.0,13,2999,35
Mugen87,dmarcos,0.0,15,2999,35
Mugen87,benaadams,0.0,3,2999,35
Mugen87,yomotsu,0.0,19,2999,33
Mugen87,jonnenauha,0.0,7,2999,31
Mugen87,richardmonette,0.0,15,2999,31
Mugen87,soadzoor,0.0,16,2999,31
Mugen87,Benjamin-Dobell,0.0,3,2999,30
Mugen87,NicolasRannou,0.0,14,2999,30
Mugen87,crobi,0.0,0,2999,30
Mugen87,greggman,0.0,19,2999,28
Mugen87,mattdesl,0.0,6,2999,28
Mugen87,AndrewRayCode,0.0,3,2999,28
Mugen87,daoshengmu,0.0,9,2999,28
Mugen87,jonobr1,0.0,11,2999,27
Mugen87,brianpeiris,0.0,9,2999,27
Mugen87,wizgrav,0.0,15,2999,26
Mugen87,bartmcleod,0.0,7,2999,25
Mugen87,XanderLuciano,0.0,15,2999,24
Mugen87,whatisor,0.0,13,2999,24
Mugen87,ngokevin,0.0,16,2999,24
Mugen87,arturitu,0.0,4,2999,23
Mugen87,satori99,0.0,1,2999,23
Mugen87,dubejf,0.0,1,2999,22
Mugen87,phfatmonkey,0.0,4,2999,22
Mugen87,06wj,0.0,14,2999,22
Mugen87,moroine,0.0,14,2999,22
Mugen87,spite,0.0,10,2999,21
Mugen87,mkeblx,0.0,14,2999,21
Mugen87,centerionware,0.0,8,2999,21
Mugen87,backspaces,0.0,9,2999,20
Mugen87,kpetrow,0.0,8,2999,20
Mugen87,paulmasson,0.0,15,2999,20
Mugen87,fraguada,0.0,6,2999,19
Mugen87,adrs2002,0.0,14,2999,19
Mugen87,pikilipita,0.0,10,2999,19
Mugen87,wolfgangvonludwigsburg,0.0,8,2999,19
Mugen87,osov,0.0,7,2999,19
Mugen87,linbingquan,0.0,12,2999,19
Mugen87,jbaicoianu,0.0,12,2999,18
Mugen87,OndrejSpanel,0.0,10,2999,18
Mugen87,hoch,0.0,8,2999,18
Mugen87,gabrielgrant,0.0,6,2999,18
Mugen87,clement-igonet,0.0,10,2999,18
Mugen87,almarklein,0.0,6,2999,18
Mugen87,gauravrane,0.0,4,2999,17
Mugen87,zellski,0.0,9,2999,17
Mugen87,olivierchatry,0.0,6,2999,17
Mugen87,Makio64,0.0,8,2999,17
Mugen87,benguild,0.0,4,2999,17
Mugen87,codeart1st,0.0,0,2999,17
Mugen87,pyrotechnick,0.0,0,2999,17
Mugen87,kintel,0.0,1,2999,17
Mugen87,TyLindberg,0.0,10,2999,16
Mugen87,GGAlanSmithee,0.0,1,2999,16
Mugen87,webprofusion-chrisc,0.0,7,2999,16
Mugen87,toji,0.0,9,2999,16
Mugen87,cloud4every1,0.0,7,2999,16
Mugen87,tranek,0.0,0,2999,16
Mugen87,inear,0.0,4,2999,15
Mugen87,unphased,0.0,7,2999,15
Mugen87,EliasHasle,0.0,7,2999,15
Mugen87,jamesgk,0.0,6,2999,15
Mugen87,dustinkerstein,0.0,10,2999,15
Mugen87,timo22345,0.0,0,2999,15
Mugen87,gregtatum,0.0,1,2999,15
Mugen87,insominx,0.0,1,2999,14
Mugen87,ikerr,0.0,3,2999,14
Mugen87,yiakwy,0.0,8,2999,14
Mugen87,emackey,0.0,9,2999,14
Mugen87,FuzzyWobble,0.0,7,2999,14
Mugen87,rohan-deshpande,0.0,4,2999,14
Mugen87,croraf,0.0,8,2999,14
Mugen87,yoshikiohshima,0.0,7,2999,14
Mugen87,eastpiger,0.0,5,2999,14
Mugen87,atul-mourya,0.0,11,2999,14
Mugen87,jsantell,0.0,5,2999,14
Mugen87,buffaly,0.0,0,2999,14
Mugen87,MichaelHazani,0.0,1,2999,13
Mugen87,Neesnu,0.0,5,2999,13
Mugen87,drcmda,0.0,5,2999,13
Mugen87,jcowles,0.0,3,2999,13
Mugen87,ieskudero,0.0,8,2999,13
Mugen87,edankwan,0.0,5,2999,13
Mugen87,abogartz,0.0,4,2999,13
Mugen87,MarcRibguth,0.0,7,2999,13
Mugen87,robertoranon,0.0,7,2999,13
Mugen87,sgaoae,0.0,7,2999,13
Mugen87,brunnerh,0.0,7,2999,13
Mugen87,1d2d3d,0.0,7,2999,13
Mugen87,joshpatt2,0.0,7,2999,13
Mugen87,boulabiar,0.0,7,2999,13
Mugen87,princemio,0.0,0,2999,13
Mugen87,simonThiele,0.0,1,2999,13
Mugen87,drsagitn,0.0,0,2999,13
Mugen87,lwansbrough,0.0,3,2999,12
Mugen87,chandlerprall,0.0,0,2999,12
Mugen87,MiiBond,0.0,8,2999,12
Mugen87,rohalchandrakar2007,0.0,3,2999,12
Mugen87,cmeeren,0.0,7,2999,12
Mugen87,samwei12,0.0,3,2999,12
Mugen87,tommytee,0.0,4,2999,12
Mugen87,CarlBateman,0.0,7,2999,12
Mugen87,leoboboyan,0.0,6,2999,12
Mugen87,ChrisDenham,0.0,6,2999,12
Mugen87,carlosanunes,0.0,4,2999,12
Mugen87,loldrup,0.0,5,2999,12
Mugen87,jihoonl,0.0,3,2999,12
Mugen87,sompylasar,0.0,1,2999,12
Mugen87,kumavis,0.0,0,2999,12
Mugen87,Rich-Harris,0.0,2,2999,12
Mugen87,Ben-Mack,0.0,8,2999,11
Mugen87,ekatzenstein,0.0,4,2999,11
Mugen87,dbkaplun,0.0,9,2999,11
Mugen87,lo-th,0.0,7,2999,11
Mugen87,MohmadAyman,0.0,7,2999,11
Mugen87,linev,0.0,6,2999,11
Mugen87,kchapelier,0.0,4,2999,11
Mugen87,baba1472,0.0,3,2999,11
